test,set,lab_id,file_id,bottle_id,time_d,smp
1,1.3,E23,122,429,3,106.9
1,1.3,E23,122,429,3.1,112.1
1,1.3,E23,122,429,3.2,117.2
1,1.3,E23,122,429,3.3,122.5
1,1.3,E23,122,429,3.4,127.6
1,1.3,E23,122,429,3.5,133.2
1,1.3,E23,122,429,3.6,138.8
1,1.3,E23,122,429,3.7,144.3
1,1.3,E23,122,429,3.8,149.9
1,1.3,E23,122,429,4,154.7
1,1.3,E23,122,429,4.1,160.3
1,1.3,E23,122,429,4.2,165.8
1,1.3,E23,122,429,4.3,171.6
1,1.3,E23,122,429,4.5,176.6
1,1.3,E23,122,429,4.6,182.4
1,1.3,E23,122,429,4.8,187.3
1,1.3,E23,122,429,4.9,193.1
1,1.3,E23,122,429,5,198.7
1,1.3,E23,122,429,5.1,204.5
1,1.3,E23,122,429,5.2,210.4
1,1.3,E23,122,429,5.4,215.5
1,1.3,E23,122,429,5.5,221.4
1,1.3,E23,122,429,5.7,226.8
1,1.3,E23,122,429,5.8,232.9
1,1.3,E23,122,429,6,238.1
1,1.3,E23,122,429,6.1,244.2
1,1.3,E23,122,429,6.3,249.6
1,1.3,E23,122,429,6.4,255.6
1,1.3,E23,122,429,6.6,260.7
1,1.3,E23,122,429,6.8,266
1,1.3,E23,122,429,7,271.3
1,1.3,E23,122,429,7.1,277.3
1,1.3,E23,122,429,7.3,282.8
1,1.3,E23,122,429,7.5,288
1,1.3,E23,122,429,7.7,293.2
1,1.3,E23,122,429,7.9,298.3
1,1.3,E23,122,429,8,304.4
1,1.3,E23,122,429,8.2,309.7
1,1.3,E23,122,429,8.4,315
1,1.3,E23,122,429,8.6,320.4
1,1.3,E23,122,429,8.8,325.7
1,1.3,E23,122,429,9.1,330.2
1,1.3,E23,122,429,9.3,335.4
1,1.3,E23,122,429,9.6,340.1
1,1.3,E23,122,429,9.8,345.4
1,1.3,E23,122,429,10.1,350.2
1,1.3,E23,122,429,10.4,355
1,1.3,E23,122,429,10.7,359.7
1,1.3,E23,122,429,11.1,363.8
1,1.3,E23,122,429,11.4,368.6
1,1.3,E23,122,429,11.8,372.7
1,1.3,E23,122,429,12.1,377.5
1,1.3,E23,122,429,12.5,381.6
1,1.3,E23,122,429,12.9,385.9
1,1.3,E23,122,429,13.4,389.5
1,1.3,E23,122,429,13.8,393.9
1,1.3,E23,122,429,14.3,397.8
1,1.3,E23,122,429,14.8,401.8
1,1.3,E23,122,429,15.3,405.8
1,1.3,E23,122,429,15.8,409.9
1,1.3,E23,122,429,16.5,413.1
1,1.3,E23,122,429,17.1,417
1,1.3,E23,122,429,17.8,420.5
1,1.3,E23,122,429,18.7,424.1
1,1.3,E23,122,429,19.6,427.7
1,1.3,E23,122,429,20.5,431.4
1,1.3,E23,122,429,21.5,434.8
1,1.3,E23,122,429,22.5,438.2
1,1.3,E23,122,429,23.6,441.4
1,1.3,E23,122,429,24.8,444.6
1,1.3,E23,122,429,26.1,447.4
1,1.3,E23,122,429,27.6,450.5
1,1.3,E23,122,429,29,454.4
1,1.3,E23,122,429,30.7,458.2
1,1.3,E23,122,429,32.7,462.2
1,1.3,E23,122,429,35,465.6
1,1.3,E23,122,430,0.4,-1.138
1,1.3,E23,122,430,0.7,3.55
1,1.3,E23,122,430,0.9,7.602
1,1.3,E23,122,430,1.2,11.05
1,1.3,E23,122,430,1.4,14.81
1,1.3,E23,122,430,1.6,18.58
1,1.3,E23,122,430,1.8,22.33
1,1.3,E23,122,430,1.9,26.52
1,1.3,E23,122,430,2.1,30.09
1,1.3,E23,122,430,2.3,33.67
1,1.3,E23,122,430,2.4,37.76
1,1.3,E23,122,430,2.6,41.26
1,1.3,E23,122,430,2.8,44.77
1,1.3,E23,122,430,3,48.23
1,1.3,E23,122,430,3.1,53.01
1,1.3,E23,122,430,3.3,57.17
1,1.3,E23,122,430,3.5,61.23
1,1.3,E23,122,430,3.7,65.25
1,1.3,E23,122,430,3.9,69.26
1,1.3,E23,122,430,4.1,73.28
1,1.3,E23,122,430,4.2,77.94
1,1.3,E23,122,430,4.4,81.74
1,1.3,E23,122,430,4.6,85.47
1,1.3,E23,122,430,4.8,89.2
1,1.3,E23,122,430,4.9,93.76
1,1.3,E23,122,430,5.1,97.4
1,1.3,E23,122,430,5.2,101.9
1,1.3,E23,122,430,5.3,106.4
1,1.3,E23,122,430,5.5,110.2
1,1.3,E23,122,430,5.7,114.1
1,1.3,E23,122,430,5.9,118.1
1,1.3,E23,122,430,6,122.9
1,1.3,E23,122,430,6.2,127
1,1.3,E23,122,430,6.4,131.1
1,1.3,E23,122,430,6.7,134.3
1,1.3,E23,122,430,6.9,138.5
1,1.3,E23,122,430,7.1,142.8
1,1.3,E23,122,430,7.3,147
1,1.3,E23,122,430,7.5,151.2
1,1.3,E23,122,430,7.7,155.3
1,1.3,E23,122,430,8,158.6
1,1.3,E23,122,430,8.2,162.8
1,1.3,E23,122,430,8.5,166.3
1,1.3,E23,122,430,8.7,170.6
1,1.3,E23,122,430,9,174.2
1,1.3,E23,122,430,9.2,178.5
1,1.3,E23,122,430,9.5,182.1
1,1.3,E23,122,430,9.8,185.9
1,1.3,E23,122,430,10.1,189.7
1,1.3,E23,122,430,10.4,193.4
1,1.3,E23,122,430,10.7,197.1
1,1.3,E23,122,430,11,200.9
1,1.3,E23,122,430,11.4,204
1,1.3,E23,122,430,11.7,207.8
1,1.3,E23,122,430,12.1,211
1,1.3,E23,122,430,12.5,214.2
1,1.3,E23,122,430,12.9,217.5
1,1.3,E23,122,430,13.3,220.7
1,1.3,E23,122,430,13.7,224.1
1,1.3,E23,122,430,14.2,227.1
1,1.3,E23,122,430,14.7,230.1
1,1.3,E23,122,430,15.2,233.2
1,1.3,E23,122,430,15.7,236.4
1,1.3,E23,122,430,16.3,239.3
1,1.3,E23,122,430,16.9,242.3
1,1.3,E23,122,430,17.5,245.2
1,1.3,E23,122,430,18.2,248.4
1,1.3,E23,122,430,18.9,251.7
1,1.3,E23,122,430,19.7,254.9
1,1.3,E23,122,430,20.6,257.8
1,1.3,E23,122,430,21.5,260.7
1,1.3,E23,122,430,22.5,263.4
1,1.3,E23,122,430,23.6,266
1,1.3,E23,122,430,24.9,268.2
1,1.3,E23,122,430,26.1,270.7
1,1.3,E23,122,430,27.7,272.9
1,1.3,E23,122,430,29.2,276
1,1.3,E23,122,430,30.7,279.7
1,1.3,E23,122,430,32.6,283.4
1,1.3,E23,122,430,34.7,286.9
1,1.3,E23,122,430,35,288
1,1.3,E23,122,431,0.3,-1.01
1,1.3,E23,122,431,0.6,3.782
1,1.3,E23,122,431,0.8,8.257
1,1.3,E23,122,431,1,12.41
1,1.3,E23,122,431,1.2,16.29
1,1.3,E23,122,431,1.4,20.16
1,1.3,E23,122,431,1.6,24.06
1,1.3,E23,122,431,1.7,28.39
1,1.3,E23,122,431,1.9,32.18
1,1.3,E23,122,431,2.1,35.87
1,1.3,E23,122,431,2.2,40.11
1,1.3,E23,122,431,2.4,43.75
1,1.3,E23,122,431,2.5,47.94
1,1.3,E23,122,431,2.7,51.56
1,1.3,E23,122,431,2.9,55.54
1,1.3,E23,122,431,3,60.11
1,1.3,E23,122,431,3.2,64.07
1,1.3,E23,122,431,3.3,68.63
1,1.3,E23,122,431,3.5,72.49
1,1.3,E23,122,431,3.7,76.3
1,1.3,E23,122,431,3.8,80.77
1,1.3,E23,122,431,4,84.56
1,1.3,E23,122,431,4.2,88.28
1,1.3,E23,122,431,4.4,91.85
1,1.3,E23,122,431,4.5,96.18
1,1.3,E23,122,431,4.7,99.67
1,1.3,E23,122,431,4.9,103.2
1,1.3,E23,122,431,5,107.5
1,1.3,E23,122,431,5.2,111
1,1.3,E23,122,431,5.3,115.4
1,1.3,E23,122,431,5.5,118.9
1,1.3,E23,122,431,5.7,122.6
1,1.3,E23,122,431,5.9,126.4
1,1.3,E23,122,431,6.1,130.2
1,1.3,E23,122,431,6.3,134
1,1.3,E23,122,431,6.5,137.8
1,1.3,E23,122,431,6.7,141.6
1,1.3,E23,122,431,6.9,145.5
1,1.3,E23,122,431,7.1,149.4
1,1.3,E23,122,431,7.3,153.3
1,1.3,E23,122,431,7.6,156.3
1,1.3,E23,122,431,7.8,160
1,1.3,E23,122,431,8,163.8
1,1.3,E23,122,431,8.3,166.9
1,1.3,E23,122,431,8.5,170.8
1,1.3,E23,122,431,8.8,174.1
1,1.3,E23,122,431,9.1,177.3
1,1.3,E23,122,431,9.3,181.2
1,1.3,E23,122,431,9.6,184.6
1,1.3,E23,122,431,9.9,187.9
1,1.3,E23,122,431,10.2,191.4
1,1.3,E23,122,431,10.5,194.8
1,1.3,E23,122,431,10.8,198.2
1,1.3,E23,122,431,11.2,201
1,1.3,E23,122,431,11.5,204.4
1,1.3,E23,122,431,11.9,207.2
1,1.3,E23,122,431,12.3,210
1,1.3,E23,122,431,12.7,213
1,1.3,E23,122,431,13.1,215.9
1,1.3,E23,122,431,13.6,218.3
1,1.3,E23,122,431,14,221.5
1,1.3,E23,122,431,14.5,224.2
1,1.3,E23,122,431,15,227
1,1.3,E23,122,431,15.5,229.9
1,1.3,E23,122,431,16.1,232.5
1,1.3,E23,122,431,16.7,235.2
1,1.3,E23,122,431,17.3,237.9
1,1.3,E23,122,431,18,240.6
1,1.3,E23,122,431,18.8,243.3
1,1.3,E23,122,431,19.6,246.1
1,1.3,E23,122,431,20.6,248.6
1,1.3,E23,122,431,21.6,251
1,1.3,E23,122,431,22.6,253.3
1,1.3,E23,122,431,23.8,255.4
1,1.3,E23,122,431,25.1,257.3
1,1.3,E23,122,431,26.5,258.9
1,1.3,E23,122,431,28,261.4
1,1.3,E23,122,431,29.5,264.4
1,1.3,E23,122,431,31.3,267.7
1,1.3,E23,122,431,33.1,271.3
1,1.3,E23,122,431,35,274.1
1,1.3,E23,122,432,0.4,-1.332
1,1.3,E23,122,432,0.7,3.114
1,1.3,E23,122,432,1,6.598
1,1.3,E23,122,432,1.2,10.11
1,1.3,E23,122,432,1.5,13.17
1,1.3,E23,122,432,1.7,16.68
1,1.3,E23,122,432,1.8,20.62
1,1.3,E23,122,432,2,24.07
1,1.3,E23,122,432,2.2,27.4
1,1.3,E23,122,432,2.4,30.68
1,1.3,E23,122,432,2.6,33.93
1,1.3,E23,122,432,2.8,37.19
1,1.3,E23,122,432,2.9,41.02
1,1.3,E23,122,432,3.1,44.23
1,1.3,E23,122,432,3.3,48.25
1,1.3,E23,122,432,3.5,52.09
1,1.3,E23,122,432,3.7,55.89
1,1.3,E23,122,432,3.9,59.68
1,1.3,E23,122,432,4.1,63.48
1,1.3,E23,122,432,4.3,67.15
1,1.3,E23,122,432,4.5,70.7
1,1.3,E23,122,432,4.7,74.38
1,1.3,E23,122,432,4.9,78.01
1,1.3,E23,122,432,5,82.39
1,1.3,E23,122,432,5.1,86.78
1,1.3,E23,122,432,5.3,90.29
1,1.3,E23,122,432,5.5,93.8
1,1.3,E23,122,432,5.6,98.27
1,1.3,E23,122,432,5.8,102.1
1,1.3,E23,122,432,6,106.1
1,1.3,E23,122,432,6.2,110.1
1,1.3,E23,122,432,6.5,113.3
1,1.3,E23,122,432,6.7,117.2
1,1.3,E23,122,432,6.9,121.2
1,1.3,E23,122,432,7.1,125.1
1,1.3,E23,122,432,7.3,129.2
1,1.3,E23,122,432,7.6,132.4
1,1.3,E23,122,432,7.8,136.4
1,1.3,E23,122,432,8,140.4
1,1.3,E23,122,432,8.2,144.4
1,1.3,E23,122,432,8.4,148.5
1,1.3,E23,122,432,8.7,152
1,1.3,E23,122,432,9,155.4
1,1.3,E23,122,432,9.2,159.6
1,1.3,E23,122,432,9.5,163.1
1,1.3,E23,122,432,9.8,166.7
1,1.3,E23,122,432,10.1,170.3
1,1.3,E23,122,432,10.3,174.6
1,1.3,E23,122,432,10.7,177.7
1,1.3,E23,122,432,11,181.4
1,1.3,E23,122,432,11.3,185
1,1.3,E23,122,432,11.7,188
1,1.3,E23,122,432,12.1,191.1
1,1.3,E23,122,432,12.4,194.8
1,1.3,E23,122,432,12.8,198
1,1.3,E23,122,432,13.3,200.6
1,1.3,E23,122,432,13.7,203.9
1,1.3,E23,122,432,14.1,207.3
1,1.3,E23,122,432,14.6,210.2
1,1.3,E23,122,432,15.1,213.2
1,1.3,E23,122,432,15.6,216.3
1,1.3,E23,122,432,16.2,219
1,1.3,E23,122,432,16.7,222.3
1,1.3,E23,122,432,17.3,225.3
1,1.3,E23,122,432,18,228.1
1,1.3,E23,122,432,18.7,231.4
1,1.3,E23,122,432,19.4,234.7
1,1.3,E23,122,432,20.2,237.8
1,1.3,E23,122,432,21.1,240.6
1,1.3,E23,122,432,22,243.3
1,1.3,E23,122,432,22.9,246.2
1,1.3,E23,122,432,23.9,249.1
1,1.3,E23,122,432,25,251.7
1,1.3,E23,122,432,26.1,254.3
1,1.3,E23,122,432,27.3,257
1,1.3,E23,122,432,28.5,260.6
1,1.3,E23,122,432,29.7,264
1,1.3,E23,122,432,31.4,267.6
1,1.3,E23,122,432,33,271.5
1,1.3,E23,122,432,34.9,275
1,1.3,E23,122,432,35,275.6
1,1.3,E24,41,464,0,0
1,1.3,E24,41,464,1,18.8
1,1.3,E24,41,464,2,50.09
1,1.3,E24,41,464,3,85.49
1,1.3,E24,41,464,4,119.7
1,1.3,E24,41,464,5,146.2
1,1.3,E24,41,464,6,164.9
1,1.3,E24,41,464,7,179.3
1,1.3,E24,41,464,8,191.4
1,1.3,E24,41,464,9,204.9
1,1.3,E24,41,464,10,219.7
1,1.3,E24,41,464,11,235.8
1,1.3,E24,41,464,12,251.5
1,1.3,E24,41,464,13,266.8
1,1.3,E24,41,464,14,281.9
1,1.3,E24,41,464,15,296
1,1.3,E24,41,464,16,308.6
1,1.3,E24,41,464,17,320.3
1,1.3,E24,41,464,18,331.3
1,1.3,E24,41,464,19,341
1,1.3,E24,41,464,20,349.3
1,1.3,E24,41,464,21,356.8
1,1.3,E24,41,464,22,363
1,1.3,E24,41,464,23,368.6
1,1.3,E24,41,464,24,373.8
1,1.3,E24,41,464,25,378.1
1,1.3,E24,41,464,26,381.8
1,1.3,E24,41,464,27,385.5
1,1.3,E24,41,464,28,388.8
1,1.3,E24,41,464,29,390
1,1.3,E24,41,464,30,390
1,1.3,E24,41,464,31,390
1,1.3,E24,41,464,32,390
1,1.3,E24,41,464,33,390.1
1,1.3,E24,41,464,34,390.1
1,1.3,E24,41,464,35,390.8
1,1.3,E24,41,464,36,391.5
1,1.3,E24,41,464,37,393.4
1,1.3,E24,41,464,38,394.9
1,1.3,E24,41,464,39,396.2
1,1.3,E24,41,464,40,395.8
1,1.3,E24,41,465,0,0
1,1.3,E24,41,465,1,24.52
1,1.3,E24,41,465,2,59.61
1,1.3,E24,41,465,3,101.1
1,1.3,E24,41,465,4,141.2
1,1.3,E24,41,465,5,173.8
1,1.3,E24,41,465,6,199.7
1,1.3,E24,41,465,7,215.6
1,1.3,E24,41,465,8,226.9
1,1.3,E24,41,465,9,239
1,1.3,E24,41,465,10,251.5
1,1.3,E24,41,465,11,265.9
1,1.3,E24,41,465,12,282
1,1.3,E24,41,465,13,298.6
1,1.3,E24,41,465,14,315.5
1,1.3,E24,41,465,15,331.2
1,1.3,E24,41,465,16,345.2
1,1.3,E24,41,465,17,358.5
1,1.3,E24,41,465,18,370.2
1,1.3,E24,41,465,19,380.9
1,1.3,E24,41,465,20,390.2
1,1.3,E24,41,465,21,398.3
1,1.3,E24,41,465,22,405.1
1,1.3,E24,41,465,23,410.7
1,1.3,E24,41,465,24,416.8
1,1.3,E24,41,465,25,421.9
1,1.3,E24,41,465,26,426.4
1,1.3,E24,41,465,27,431.2
1,1.3,E24,41,465,28,435.6
1,1.3,E24,41,465,29,438.5
1,1.3,E24,41,465,30,438.5
1,1.3,E24,41,465,31,438.6
1,1.3,E24,41,465,32,438.6
1,1.3,E24,41,465,33,438.6
1,1.3,E24,41,465,34,438.7
1,1.3,E24,41,465,35,439.4
1,1.3,E24,41,465,36,440.1
1,1.3,E24,41,465,37,442
1,1.3,E24,41,465,38,443.2
1,1.3,E24,41,465,39,444
1,1.3,E24,41,465,40,444.3
1,1.3,E24,41,466,0,0
1,1.3,E24,41,466,1,21.36
1,1.3,E24,41,466,2,55.72
1,1.3,E24,41,466,3,93.75
1,1.3,E24,41,466,4,127.8
1,1.3,E24,41,466,5,151.5
1,1.3,E24,41,466,6,168.6
1,1.3,E24,41,466,7,182.6
1,1.3,E24,41,466,8,194.9
1,1.3,E24,41,466,9,209.1
1,1.3,E24,41,466,10,225.2
1,1.3,E24,41,466,11,241.6
1,1.3,E24,41,466,12,258.3
1,1.3,E24,41,466,13,274.3
1,1.3,E24,41,466,14,291.1
1,1.3,E24,41,466,15,306
1,1.3,E24,41,466,16,319.8
1,1.3,E24,41,466,17,332.4
1,1.3,E24,41,466,18,343.6
1,1.3,E24,41,466,19,353.8
1,1.3,E24,41,466,20,362.3
1,1.3,E24,41,466,21,369.9
1,1.3,E24,41,466,22,376.1
1,1.3,E24,41,466,23,381.3
1,1.3,E24,41,466,24,386
1,1.3,E24,41,466,25,391.9
1,1.3,E24,41,466,26,393.8
1,1.3,E24,41,466,27,397.4
1,1.3,E24,41,466,28,400
1,1.3,E24,41,466,29,402.1
1,1.3,E24,41,466,30,402.1
1,1.3,E24,41,466,31,402.2
1,1.3,E24,41,466,32,402.3
1,1.3,E24,41,466,33,402.3
1,1.3,E24,41,466,34,402.4
1,1.3,E24,41,466,35,403.2
1,1.3,E24,41,466,36,403.2
1,1.3,E24,41,466,37,404.1
1,1.3,E24,41,466,38,404.6
1,1.3,E24,41,466,39,404.8
1,1.3,E24,41,466,40,405.6
1,1.3,E24,41,467,0,0
1,1.3,E24,41,467,1,-14.69
1,1.3,E24,41,467,2,-12.09
1,1.3,E24,41,467,3,35.96
1,1.3,E24,41,467,4,99.45
1,1.3,E24,41,467,5,180.6
1,1.3,E24,41,467,6,266.6
1,1.3,E24,41,467,7,334.3
1,1.3,E24,41,467,8,377
1,1.3,E24,41,467,9,416.8
1,1.3,E24,41,467,10,455.2
1,1.3,E24,41,467,11,483.4
1,1.3,E24,41,467,12,495.9
1,1.3,E24,41,467,13,504.3
1,1.3,E24,41,467,14,512.5
1,1.3,E24,41,467,15,519.3
1,1.3,E24,41,467,16,525.4
1,1.3,E24,41,467,17,531.6
1,1.3,E24,41,467,18,537.9
1,1.3,E24,41,467,19,545.3
1,1.3,E24,41,467,20,554
1,1.3,E24,41,467,21,561.7
1,1.3,E24,41,467,22,568.9
1,1.3,E24,41,467,23,576.3
1,1.3,E24,41,467,24,583.9
1,1.3,E24,41,467,25,590.4
1,1.3,E24,41,467,26,596.2
1,1.3,E24,41,467,27,601.1
1,1.3,E24,41,467,28,604.8
1,1.3,E24,41,467,29,607.6
1,1.3,E24,41,467,30,608
1,1.3,E24,41,467,31,608.1
1,1.3,E24,41,467,32,608.2
1,1.3,E24,41,467,33,608.2
1,1.3,E24,41,467,34,608.3
1,1.3,E24,41,467,35,609
1,1.3,E24,41,467,36,609.1
1,1.3,E24,41,467,37,610.1
1,1.3,E24,41,467,38,611
1,1.3,E24,41,467,39,611.7
1,1.3,E24,41,467,40,611.4
1,1.3,E24,41,468,0,0
1,1.3,E24,41,468,1,25.68
1,1.3,E24,41,468,2,62.49
1,1.3,E24,41,468,3,60.78
1,1.3,E24,41,468,4,58.87
1,1.3,E24,41,468,5,69.29
1,1.3,E24,41,468,6,154.3
1,1.3,E24,41,468,7,223.8
1,1.3,E24,41,468,8,271.8
1,1.3,E24,41,468,9,316.2
1,1.3,E24,41,468,10,350.1
1,1.3,E24,41,468,11,373.9
1,1.3,E24,41,468,12,385.8
1,1.3,E24,41,468,13,396.8
1,1.3,E24,41,468,14,406.8
1,1.3,E24,41,468,15,415.7
1,1.3,E24,41,468,16,422.8
1,1.3,E24,41,468,17,430
1,1.3,E24,41,468,18,437.2
1,1.3,E24,41,468,19,444.7
1,1.3,E24,41,468,20,452
1,1.3,E24,41,468,21,457.4
1,1.3,E24,41,468,22,462.9
1,1.3,E24,41,468,23,468.9
1,1.3,E24,41,468,24,475.9
1,1.3,E24,41,468,25,482.7
1,1.3,E24,41,468,26,489
1,1.3,E24,41,468,27,495
1,1.3,E24,41,468,28,500.3
1,1.3,E24,41,468,29,503.3
1,1.3,E24,41,468,30,503.3
1,1.3,E24,41,468,31,503.3
1,1.3,E24,41,468,32,503.4
1,1.3,E24,41,468,33,503.4
1,1.3,E24,41,468,34,503.5
1,1.3,E24,41,468,35,502.7
1,1.3,E24,41,468,36,503.1
1,1.3,E24,41,468,37,505
1,1.3,E24,41,468,38,505.7
1,1.3,E24,41,468,39,506.4
1,1.3,E24,41,468,40,506.7
1,1.3,E24,41,469,0,0
1,1.3,E24,41,469,1,20.02
1,1.3,E24,41,469,2,52.23
1,1.3,E24,41,469,3,85.77
1,1.3,E24,41,469,4,130.7
1,1.3,E24,41,469,5,192.7
1,1.3,E24,41,469,6,266
1,1.3,E24,41,469,7,341.1
1,1.3,E24,41,469,8,396.9
1,1.3,E24,41,469,9,434.9
1,1.3,E24,41,469,10,472.3
1,1.3,E24,41,469,11,508.2
1,1.3,E24,41,469,12,527.5
1,1.3,E24,41,469,13,548.7
1,1.3,E24,41,469,14,559
1,1.3,E24,41,469,15,568
1,1.3,E24,41,469,16,576.2
1,1.3,E24,41,469,17,584.5
1,1.3,E24,41,469,18,590.9
1,1.3,E24,41,469,19,597.4
1,1.3,E24,41,469,20,603.8
1,1.3,E24,41,469,21,611.4
1,1.3,E24,41,469,22,619.2
1,1.3,E24,41,469,23,625.8
1,1.3,E24,41,469,24,633.4
1,1.3,E24,41,469,25,640.7
1,1.3,E24,41,469,26,647.4
1,1.3,E24,41,469,27,654
1,1.3,E24,41,469,28,659.6
1,1.3,E24,41,469,29,663
1,1.3,E24,41,469,30,663
1,1.3,E24,41,469,31,663.1
1,1.3,E24,41,469,32,663.1
1,1.3,E24,41,469,33,663.1
1,1.3,E24,41,469,34,663.2
1,1.3,E24,41,469,35,662.3
1,1.3,E24,41,469,36,662.5
1,1.3,E24,41,469,37,663.1
1,1.3,E24,41,469,38,663.7
1,1.3,E24,41,469,39,663.6
1,1.3,E24,41,469,40,664
1,1.3,E24,41,472,0,0
1,1.3,E24,41,472,1,-17.75
1,1.3,E24,41,472,2,-14.89
1,1.3,E24,41,472,3,25.78
1,1.3,E24,41,472,4,66.12
1,1.3,E24,41,472,5,117.5
1,1.3,E24,41,472,6,174.4
1,1.3,E24,41,472,7,245.8
1,1.3,E24,41,472,8,327.2
1,1.3,E24,41,472,9,395.8
1,1.3,E24,41,472,10,423.5
1,1.3,E24,41,472,11,438.7
1,1.3,E24,41,472,12,452.1
1,1.3,E24,41,472,13,463.8
1,1.3,E24,41,472,14,475.3
1,1.3,E24,41,472,15,485.8
1,1.3,E24,41,472,16,494.7
1,1.3,E24,41,472,17,503.1
1,1.3,E24,41,472,18,509.9
1,1.3,E24,41,472,19,515.9
1,1.3,E24,41,472,20,521
1,1.3,E24,41,472,21,524.5
1,1.3,E24,41,472,22,527.5
1,1.3,E24,41,472,23,530.1
1,1.3,E24,41,472,24,532.9
1,1.3,E24,41,472,25,535.5
1,1.3,E24,41,472,26,538
1,1.3,E24,41,472,27,540.4
1,1.3,E24,41,472,28,542.1
1,1.3,E24,41,472,29,543.3
1,1.3,E24,41,472,30,543.4
1,1.3,E24,41,472,31,543.4
1,1.3,E24,41,472,32,543.5
1,1.3,E24,41,472,33,543.5
1,1.3,E24,41,472,34,543.6
1,1.3,E24,41,472,35,542.3
1,1.3,E24,41,472,36,542.6
1,1.3,E24,41,472,37,542.8
1,1.3,E24,41,472,38,542.7
1,1.3,E24,41,472,39,542
1,1.3,E24,41,472,40,541.7
1,1.3,E24,41,473,0,0
1,1.3,E24,41,473,1,2.481
1,1.3,E24,41,473,2,39.39
1,1.3,E24,41,473,3,79.06
1,1.3,E24,41,473,4,113.9
1,1.3,E24,41,473,5,148.3
1,1.3,E24,41,473,6,190.9
1,1.3,E24,41,473,7,252.1
1,1.3,E24,41,473,8,329.1
1,1.3,E24,41,473,9,413.2
1,1.3,E24,41,473,10,452.5
1,1.3,E24,41,473,11,467.3
1,1.3,E24,41,473,12,482.4
1,1.3,E24,41,473,13,492.4
1,1.3,E24,41,473,14,502.9
1,1.3,E24,41,473,15,512.4
1,1.3,E24,41,473,16,520.9
1,1.3,E24,41,473,17,529.1
1,1.3,E24,41,473,18,536
1,1.3,E24,41,473,19,542.4
1,1.3,E24,41,473,20,548.7
1,1.3,E24,41,473,21,553.4
1,1.3,E24,41,473,22,556.1
1,1.3,E24,41,473,23,558.1
1,1.3,E24,41,473,24,560.2
1,1.3,E24,41,473,25,561.4
1,1.3,E24,41,473,26,562.2
1,1.3,E24,41,473,27,563.9
1,1.3,E24,41,473,28,563.9
1,1.3,E24,41,473,29,563.8
1,1.3,E24,41,473,30,563.8
1,1.3,E24,41,473,31,563.8
1,1.3,E24,41,473,32,563.8
1,1.3,E24,41,473,33,563.8
1,1.3,E24,41,473,34,563.8
1,1.3,E24,41,473,35,559.7
1,1.3,E24,41,473,36,558.3
1,1.3,E24,41,473,37,557.3
1,1.3,E24,41,473,38,556.2
1,1.3,E24,41,473,39,554.3
1,1.3,E24,41,474,0,0
1,1.3,E24,41,474,1,2.025
1,1.3,E24,41,474,2,40.09
1,1.3,E24,41,474,3,78.78
1,1.3,E24,41,474,4,112.6
1,1.3,E24,41,474,5,145.7
1,1.3,E24,41,474,6,188.4
1,1.3,E24,41,474,7,249.8
1,1.3,E24,41,474,8,326.1
1,1.3,E24,41,474,9,406.1
1,1.3,E24,41,474,10,439
1,1.3,E24,41,474,11,451.5
1,1.3,E24,41,474,12,464.2
1,1.3,E24,41,474,13,472.8
1,1.3,E24,41,474,14,481.4
1,1.3,E24,41,474,15,489.1
1,1.3,E24,41,474,16,495.6
1,1.3,E24,41,474,17,501.9
1,1.3,E24,41,474,18,507.3
1,1.3,E24,41,474,19,512.8
1,1.3,E24,41,474,20,516.9
1,1.3,E24,41,474,21,520.7
1,1.3,E24,41,474,22,521.6
1,1.3,E24,41,474,23,522
1,1.3,E24,41,474,24,522.8
1,1.3,E24,41,474,25,522.2
1,1.3,E24,41,474,26,521.6
1,1.3,E24,41,474,27,521
1,1.3,E24,41,474,28,520.5
1,1.3,E24,41,474,29,520.3
1,1.3,E24,41,474,30,520.4
1,1.3,E24,41,474,31,520.4
1,1.3,E24,41,474,32,520.5
1,1.3,E24,41,474,33,520.6
1,1.3,E24,41,474,34,520.7
1,1.3,E24,41,474,35,518.5
1,1.3,E24,41,475,0,0
1,1.3,E24,41,475,1,77.25
1,1.3,E24,41,475,2,149.6
1,1.3,E24,41,475,3,239.3
1,1.3,E24,41,475,4,318.9
1,1.3,E24,41,475,5,356.6
1,1.3,E24,41,475,6,370.7
1,1.3,E24,41,475,7,381.5
1,1.3,E24,41,475,8,387.7
1,1.3,E24,41,475,9,393.9
1,1.3,E24,41,475,10,399.9
1,1.3,E24,41,475,11,407.8
1,1.3,E24,41,475,12,416.8
1,1.3,E24,41,475,13,427.3
1,1.3,E24,41,475,14,439.6
1,1.3,E24,41,475,15,452.1
1,1.3,E24,41,475,16,464.2
1,1.3,E24,41,475,17,475.1
1,1.3,E24,41,475,18,484.2
1,1.3,E24,41,475,19,492.6
1,1.3,E24,41,475,20,499.3
1,1.3,E24,41,475,21,505.4
1,1.3,E24,41,475,22,510.2
1,1.3,E24,41,475,23,514.3
1,1.3,E24,41,475,24,518.5
1,1.3,E24,41,475,25,522.3
1,1.3,E24,41,475,26,525.8
1,1.3,E24,41,475,27,528.9
1,1.3,E24,41,475,28,529.3
1,1.3,E24,41,475,29,529.1
1,1.3,E24,41,475,30,529.2
