test,set,lab_id,file_id,bottle_id,time_d,smp
1,1.3,E01,64,1664,14,615.1
1,1.3,E01,64,1664,15,671.5
1,1.3,E01,64,1664,16,709.5
1,1.3,E01,64,1664,17,733.9
1,1.3,E01,64,1664,18,748.9
1,1.3,E01,64,1664,19,763.9
1,1.3,E01,64,1664,20,773.5
1,1.3,E01,64,1664,21,773.5
1,1.3,E01,64,1667,0,0
1,1.3,E01,64,1667,1,-11.27
1,1.3,E01,64,1667,2,-7.401
1,1.3,E01,64,1667,3,108.5
1,1.3,E01,64,1667,4,239.8
1,1.3,E01,64,1667,5,285.5
1,1.3,E01,64,1667,6,315.9
1,1.3,E01,64,1667,7,360.5
1,1.3,E01,64,1667,8,407.8
1,1.3,E01,64,1667,9,462.7
1,1.3,E01,64,1667,10,529.6
1,1.3,E01,64,1667,11,544.4
1,1.3,E01,64,1667,12,550.5
1,1.3,E01,64,1667,13,555.7
1,1.3,E01,64,1667,14,561
1,1.3,E01,64,1667,15,568.7
1,1.3,E01,64,1667,16,584.2
1,1.3,E01,64,1667,17,605.9
1,1.3,E01,64,1667,18,624.9
1,1.3,E01,64,1667,19,624.6
1,1.3,E01,64,1667,20,624.6
1,1.3,E01,64,1667,21,624.6
1,1.3,E01,64,1668,0,0
1,1.3,E01,64,1668,1,-2.264
1,1.3,E01,64,1668,2,5.09
1,1.3,E01,64,1668,3,276
1,1.3,E01,64,1668,4,426.2
1,1.3,E01,64,1668,5,465.1
1,1.3,E01,64,1668,6,480.2
1,1.3,E01,64,1668,7,506.7
1,1.3,E01,64,1668,8,550.6
1,1.3,E01,64,1668,9,625.7
1,1.3,E01,64,1668,10,712.5
1,1.3,E01,64,1668,11,726
1,1.3,E01,64,1668,12,730.4
1,1.3,E01,64,1668,13,734.9
1,1.3,E01,64,1668,14,741.5
1,1.3,E01,64,1668,15,754.7
1,1.3,E01,64,1668,16,770.1
1,1.3,E01,64,1668,17,793.7
1,1.3,E01,64,1668,18,803
1,1.3,E01,64,1668,19,802.7
1,1.3,E01,64,1668,20,802.7
1,1.3,E01,64,1668,21,802.7
1,1.3,E01,64,1669,0,0
1,1.3,E01,64,1669,1,-10.71
1,1.3,E01,64,1669,2,3.499
1,1.3,E01,64,1669,3,155.5
1,1.3,E01,64,1669,4,267.1
1,1.3,E01,64,1669,5,329.7
1,1.3,E01,64,1669,6,366.3
1,1.3,E01,64,1669,7,405.4
1,1.3,E01,64,1669,8,458.7
1,1.3,E01,64,1669,9,510.7
1,1.3,E01,64,1669,10,543.7
1,1.3,E01,64,1669,11,559.7
1,1.3,E01,64,1669,12,571.3
1,1.3,E01,64,1669,13,580.6
1,1.3,E01,64,1669,14,608.7
1,1.3,E01,64,1669,15,635.1
1,1.3,E01,64,1669,16,646.5
1,1.3,E01,64,1669,17,657.7
1,1.3,E01,64,1669,18,665.7
1,1.3,E01,64,1669,19,667.8
1,1.3,E01,64,1669,20,667.8
1,1.3,E01,64,1669,21,667.8
1,1.3,E01,64,1670,0,0
1,1.3,E01,64,1670,1,126.9
1,1.3,E01,64,1670,2,155.7
1,1.3,E01,64,1670,3,181.7
1,1.3,E01,64,1670,4,213.8
1,1.3,E01,64,1670,5,267.7
1,1.3,E01,64,1670,6,331.6
1,1.3,E01,64,1670,7,383.3
1,1.3,E01,64,1670,8,428.1
1,1.3,E01,64,1670,9,440.2
1,1.3,E01,64,1670,10,450.2
1,1.3,E01,64,1670,11,460.1
1,1.3,E01,64,1670,12,471.7
1,1.3,E01,64,1670,13,491.8
1,1.3,E01,64,1670,14,501.9
1,1.3,E01,64,1670,15,501.6
1,1.3,E01,64,1670,16,501.2
1,1.3,E01,64,1670,17,500.9
1,1.3,E01,64,1670,18,500.6
1,1.3,E01,64,1670,19,500.3
1,1.3,E01,64,1670,20,500.3
1,1.3,E01,64,1670,21,500.3
1,1.3,E01,64,1671,0,0
1,1.3,E01,64,1671,1,128.6
1,1.3,E01,64,1671,2,154
1,1.3,E01,64,1671,3,188.3
1,1.3,E01,64,1671,4,222.4
1,1.3,E01,64,1671,5,278.9
1,1.3,E01,64,1671,6,346.1
1,1.3,E01,64,1671,7,406.7
1,1.3,E01,64,1671,8,445.4
1,1.3,E01,64,1671,9,462.7
1,1.3,E01,64,1671,10,475.1
1,1.3,E01,64,1671,11,486.1
1,1.3,E01,64,1671,12,507.3
1,1.3,E01,64,1671,13,519.5
1,1.3,E01,64,1671,14,541.7
1,1.3,E01,64,1671,15,548
1,1.3,E01,64,1671,16,547.7
1,1.3,E01,64,1671,17,547.4
1,1.3,E01,64,1671,18,547
1,1.3,E01,64,1671,19,546.7
1,1.3,E01,64,1671,20,546.7
1,1.3,E01,64,1671,21,546.7
1,1.3,E01,64,1672,0,0
1,1.3,E01,64,1672,1,127.8
1,1.3,E01,64,1672,2,152.3
1,1.3,E01,64,1672,3,184.6
1,1.3,E01,64,1672,4,211.8
1,1.3,E01,64,1672,5,261.6
1,1.3,E01,64,1672,6,317
1,1.3,E01,64,1672,7,387
1,1.3,E01,64,1672,8,424.6
1,1.3,E01,64,1672,9,451.5
1,1.3,E01,64,1672,10,460
1,1.3,E01,64,1672,11,461.2
1,1.3,E01,64,1672,12,482.8
1,1.3,E01,64,1672,13,491.7
1,1.3,E01,64,1672,14,509.2
1,1.3,E01,64,1672,15,517.3
1,1.3,E01,64,1672,16,525.4
1,1.3,E01,64,1672,17,534.6
1,1.3,E01,64,1672,18,538.8
1,1.3,E01,64,1672,19,538.5
1,1.3,E01,64,1672,20,538.5
1,1.3,E01,64,1672,21,538.5
1,1.3,E02,61,890,0,0
1,1.3,E02,61,890,1,10.97
1,1.3,E02,61,890,3,26.64
1,1.3,E02,61,890,7,89.27
1,1.3,E02,61,890,9,141
1,1.3,E02,61,890,11,212.6
1,1.3,E02,61,890,13,278.1
1,1.3,E02,61,890,16,314.7
1,1.3,E02,61,890,20,344.7
1,1.3,E02,61,890,23,357.3
1,1.3,E02,61,890,27,363.9
1,1.3,E02,61,890,30,369.5
1,1.3,E02,61,891,0,0
1,1.3,E02,61,891,1,11.16
1,1.3,E02,61,891,3,26.36
1,1.3,E02,61,891,7,99.16
1,1.3,E02,61,891,9,149.5
1,1.3,E02,61,891,11,218.6
1,1.3,E02,61,891,13,292.8
1,1.3,E02,61,891,16,330.1
1,1.3,E02,61,891,20,364.7
1,1.3,E02,61,891,23,385.2
1,1.3,E02,61,891,27,391
1,1.3,E02,61,891,30,395.8
1,1.3,E02,61,892,0,0
1,1.3,E02,61,892,1,11.92
1,1.3,E02,61,892,3,23.97
1,1.3,E02,61,892,7,94.73
1,1.3,E02,61,892,9,162.7
1,1.3,E02,61,892,11,279.1
1,1.3,E02,61,892,13,331
1,1.3,E02,61,892,16,353.8
1,1.3,E02,61,892,20,356.4
1,1.3,E02,61,892,23,368.2
1,1.3,E02,61,892,27,380.2
1,1.3,E02,61,892,30,389
1,1.3,E02,61,896,0,0
1,1.3,E02,61,896,1,7.257
1,1.3,E02,61,896,3,42.23
1,1.3,E02,61,896,7,169.8
1,1.3,E02,61,896,9,189.6
1,1.3,E02,61,896,11,255.7
1,1.3,E02,61,896,13,310.2
1,1.3,E02,61,896,16,406.7
1,1.3,E02,61,896,20,452.2
1,1.3,E02,61,896,23,480.3
1,1.3,E02,61,896,27,487.6
1,1.3,E02,61,896,30,494.3
1,1.3,E02,61,897,0,0
1,1.3,E02,61,897,1,8.137
1,1.3,E02,61,897,3,36.93
1,1.3,E02,61,897,7,171.5
1,1.3,E02,61,897,9,183.4
1,1.3,E02,61,897,11,221.8
1,1.3,E02,61,897,13,280.6
1,1.3,E02,61,897,16,359.4
1,1.3,E02,61,897,20,406.4
1,1.3,E02,61,897,23,443.7
1,1.3,E02,61,897,27,451.7
1,1.3,E02,61,897,30,458.3
1,1.3,E02,61,898,0,0
1,1.3,E02,61,898,1,13.22
1,1.3,E02,61,898,3,52.99
1,1.3,E02,61,898,7,212.6
1,1.3,E02,61,898,9,216.9
1,1.3,E02,61,898,11,259.5
1,1.3,E02,61,898,13,335.4
1,1.3,E02,61,898,16,416.8
1,1.3,E02,61,898,20,468.4
1,1.3,E02,61,898,23,531
1,1.3,E02,61,898,27,542.1
1,1.3,E02,61,898,30,553.5
1,1.3,E02,61,899,0,0
1,1.3,E02,61,899,1,44.96
1,1.3,E02,61,899,3,72.04
1,1.3,E02,61,899,7,126.4
1,1.3,E02,61,899,9,188.6
1,1.3,E02,61,899,11,291.9
1,1.3,E02,61,899,13,441.8
1,1.3,E02,61,899,16,487.8
1,1.3,E02,61,899,20,547.7
1,1.3,E02,61,899,23,578.6
1,1.3,E02,61,899,27,583.8
1,1.3,E02,61,899,30,589.4
1,1.3,E02,61,900,0,0
1,1.3,E02,61,900,1,48.19
1,1.3,E02,61,900,3,76.88
1,1.3,E02,61,900,7,143.9
1,1.3,E02,61,900,9,208.7
1,1.3,E02,61,900,11,320.7
1,1.3,E02,61,900,13,467.9
1,1.3,E02,61,900,16,508.2
1,1.3,E02,61,900,20,564.9
1,1.3,E02,61,900,23,600.6
1,1.3,E02,61,900,27,606.8
1,1.3,E02,61,900,30,613.4
1,1.3,E02,61,901,0,0
1,1.3,E02,61,901,1,48.89
1,1.3,E02,61,901,3,74.33
1,1.3,E02,61,901,7,142.4
1,1.3,E02,61,901,9,204.6
1,1.3,E02,61,901,11,324.5
1,1.3,E02,61,901,13,461.8
1,1.3,E02,61,901,16,511.6
1,1.3,E02,61,901,20,561.1
1,1.3,E02,61,901,23,595.7
1,1.3,E02,61,901,27,603.8
1,1.3,E02,61,901,30,610.9
1,1.3,E02,61,902,0,0
1,1.3,E02,61,902,1,25.61
1,1.3,E02,61,902,3,62.73
1,1.3,E02,61,902,7,206.4
1,1.3,E02,61,902,9,268.2
1,1.3,E02,61,902,11,316.8
1,1.3,E02,61,902,13,377.3
1,1.3,E02,61,902,16,417
1,1.3,E02,61,902,20,445.1
1,1.3,E02,61,902,23,472.9
1,1.3,E02,61,902,27,475.8
1,1.3,E02,61,902,30,483.2
1,1.3,E02,61,903,0,0
1,1.3,E02,61,903,1,21.68
1,1.3,E02,61,903,3,51.45
1,1.3,E02,61,903,7,195.4
1,1.3,E02,61,903,9,247.8
1,1.3,E02,61,903,11,308.6
1,1.3,E02,61,903,13,358.5
1,1.3,E02,61,903,16,393.1
1,1.3,E02,61,903,20,419.4
1,1.3,E02,61,903,23,434.8
1,1.3,E02,61,903,27,437.7
1,1.3,E02,61,903,30,444.5
1,1.3,E02,61,904,0,0
1,1.3,E02,61,904,1,30.07
1,1.3,E02,61,904,3,59.03
1,1.3,E02,61,904,7,203.7
1,1.3,E02,61,904,9,261.8
1,1.3,E02,61,904,11,305.1
1,1.3,E02,61,904,13,365.7
1,1.3,E02,61,904,16,380.1
1,1.3,E02,61,904,20,415.9
1,1.3,E02,61,904,23,431.5
1,1.3,E02,61,904,27,434.4
1,1.3,E02,61,904,30,436.8
1,1.3,E03,98,1358,0,0
1,1.3,E03,98,1358,1,5.99
1,1.3,E03,98,1358,2,32.4
1,1.3,E03,98,1358,3,60.29
1,1.3,E03,98,1358,4,84.7
1,1.3,E03,98,1358,5,101.3
1,1.3,E03,98,1358,6,115.4
1,1.3,E03,98,1358,7,127.3
1,1.3,E03,98,1358,8,136.3
1,1.3,E03,98,1358,9,145.1
1,1.3,E03,98,1358,10,152
1,1.3,E03,98,1358,11,158
1,1.3,E03,98,1358,12,163.7
1,1.3,E03,98,1358,13,168.7
1,1.3,E03,98,1358,14,173.5
1,1.3,E03,98,1358,15,177.4
1,1.3,E03,98,1358,16,181
1,1.3,E03,98,1358,17,185
1,1.3,E03,98,1358,18,188.6
1,1.3,E03,98,1358,19,190.8
1,1.3,E03,98,1358,20,193.2
1,1.3,E03,98,1358,21,195.1
1,1.3,E03,98,1358,22,196.5
1,1.3,E03,98,1358,23,198.1
1,1.3,E03,98,1358,24,199.5
1,1.3,E03,98,1358,25,200.6
1,1.3,E03,98,1358,26,201.8
1,1.3,E03,98,1358,27,202.6
1,1.3,E03,98,1358,28,203.4
1,1.3,E03,98,1358,29,203.8
1,1.3,E03,98,1359,0,0
1,1.3,E03,98,1359,1,20.89
1,1.3,E03,98,1359,2,44.05
1,1.3,E03,98,1359,3,65.32
1,1.3,E03,98,1359,4,85.45
1,1.3,E03,98,1359,5,107
1,1.3,E03,98,1359,6,121.4
1,1.3,E03,98,1359,7,135.2
1,1.3,E03,98,1359,8,146.6
1,1.3,E03,98,1359,9,156.5
1,1.3,E03,98,1359,10,164.5
1,1.3,E03,98,1359,11,170.9
1,1.3,E03,98,1359,12,176.8
1,1.3,E03,98,1359,13,181.4
1,1.3,E03,98,1359,14,185.5
1,1.3,E03,98,1359,15,189.2
1,1.3,E03,98,1359,16,192.5
1,1.3,E03,98,1359,17,195.9
1,1.3,E03,98,1359,18,199
1,1.3,E03,98,1359,19,200.9
1,1.3,E03,98,1359,20,202.7
1,1.3,E03,98,1359,21,203.8
1,1.3,E03,98,1359,22,204.8
1,1.3,E03,98,1359,23,205.9
1,1.3,E03,98,1359,24,206.9
1,1.3,E03,98,1359,25,208
1,1.3,E03,98,1359,26,208.2
1,1.3,E03,98,1359,27,208.6
1,1.3,E03,98,1359,28,209.1
1,1.3,E03,98,1359,29,209.7
1,1.3,E03,98,1360,0,0
1,1.3,E03,98,1360,1,19.96
1,1.3,E03,98,1360,2,45.13
1,1.3,E03,98,1360,3,70.94
1,1.3,E03,98,1360,4,93.01
1,1.3,E03,98,1360,5,110.7
1,1.3,E03,98,1360,6,124.9
1,1.3,E03,98,1360,7,137.1
1,1.3,E03,98,1360,8,146
1,1.3,E03,98,1360,9,154.8
1,1.3,E03,98,1360,10,161.6
1,1.3,E03,98,1360,11,167.1
1,1.3,E03,98,1360,12,172
1,1.3,E03,98,1360,13,175.9
1,1.3,E03,98,1360,14,179.7
1,1.3,E03,98,1360,15,183.1
1,1.3,E03,98,1360,16,185.6
1,1.3,E03,98,1360,17,189.1
1,1.3,E03,98,1360,18,191.6
1,1.3,E03,98,1360,19,193.4
1,1.3,E03,98,1360,20,195
1,1.3,E03,98,1360,21,196.5
1,1.3,E03,98,1360,22,197.2
1,1.3,E03,98,1360,23,197.8
1,1.3,E03,98,1360,24,198.5
1,1.3,E03,98,1360,25,199.5
1,1.3,E03,98,1360,26,199.3
1,1.3,E03,98,1360,27,199.1
1,1.3,E03,98,1360,28,198.9
1,1.3,E03,98,1360,29,198.9
1,1.3,E03,98,1361,0,0
1,1.3,E03,98,1361,1,30.89
1,1.3,E03,98,1361,2,77.26
1,1.3,E03,98,1361,3,112
1,1.3,E03,98,1361,4,155.7
1,1.3,E03,98,1361,5,206.1
1,1.3,E03,98,1361,6,263
1,1.3,E03,98,1361,7,326
1,1.3,E03,98,1361,8,371.7
1,1.3,E03,98,1361,9,393.1
1,1.3,E03,98,1361,10,407.7
1,1.3,E03,98,1361,11,419.2
1,1.3,E03,98,1361,12,428.3
1,1.3,E03,98,1361,13,433.4
1,1.3,E03,98,1361,14,436.7
1,1.3,E03,98,1361,15,438.4
1,1.3,E03,98,1361,16,439.2
1,1.3,E03,98,1361,17,440.6
1,1.3,E03,98,1361,18,440.2
1,1.3,E03,98,1362,0,0
1,1.3,E03,98,1362,1,28.66
1,1.3,E03,98,1362,2,74.4
1,1.3,E03,98,1362,3,110.9
1,1.3,E03,98,1362,4,157.2
1,1.3,E03,98,1362,5,211.9
1,1.3,E03,98,1362,6,270.5
1,1.3,E03,98,1362,7,335.9
1,1.3,E03,98,1362,8,391
1,1.3,E03,98,1362,9,409.1
1,1.3,E03,98,1362,10,421.2
1,1.3,E03,98,1362,11,429.7
1,1.3,E03,98,1362,12,436.7
1,1.3,E03,98,1362,13,440
1,1.3,E03,98,1362,14,441.5
1,1.3,E03,98,1362,15,441.8
1,1.3,E03,98,1362,16,442.1
1,1.3,E03,98,1362,17,441.4
1,1.3,E03,98,1362,18,440.9
1,1.3,E03,98,1363,0,0
1,1.3,E03,98,1363,1,31.42
1,1.3,E03,98,1363,2,77.67
1,1.3,E03,98,1363,3,113.5
1,1.3,E03,98,1363,4,159.4
1,1.3,E03,98,1363,5,214
1,1.3,E03,98,1363,6,272.7
1,1.3,E03,98,1363,7,338.8
1,1.3,E03,98,1363,8,393.6
1,1.3,E03,98,1363,9,412.2
1,1.3,E03,98,1363,10,424.7
1,1.3,E03,98,1363,11,433.9
1,1.3,E03,98,1363,12,441.6
1,1.3,E03,98,1363,13,445.3
1,1.3,E03,98,1363,14,447.7
1,1.3,E03,98,1363,15,447.9
1,1.3,E03,98,1363,16,447.9
1,1.3,E03,98,1363,17,448
1,1.3,E03,98,1363,18,447.4
1,1.3,E03,98,1366,0,0
1,1.3,E03,98,1366,1,4.062
1,1.3,E03,98,1366,2,66.04
1,1.3,E03,98,1366,3,90.23
1,1.3,E03,98,1366,4,112.8
1,1.3,E03,98,1366,5,137.6
1,1.3,E03,98,1366,6,171.9
1,1.3,E03,98,1366,7,202.7
1,1.3,E03,98,1366,8,233.3
1,1.3,E03,98,1366,9,272
1,1.3,E03,98,1366,10,308.5
1,1.3,E03,98,1366,11,312.7
1,1.3,E03,98,1366,12,316.5
1,1.3,E03,98,1366,13,316.8
1,1.3,E03,98,1367,0,0
1,1.3,E03,98,1367,1,0.5041
1,1.3,E03,98,1367,2,49.29
1,1.3,E03,98,1367,3,80.12
1,1.3,E03,98,1367,4,107.3
1,1.3,E03,98,1367,5,136.4
1,1.3,E03,98,1367,6,168.7
1,1.3,E03,98,1367,7,203.3
1,1.3,E03,98,1367,8,231.7
1,1.3,E03,98,1367,9,268.8
1,1.3,E03,98,1367,10,305.4
1,1.3,E03,98,1367,11,309.2
1,1.3,E03,98,1367,12,312.2
1,1.3,E03,98,1367,13,311.4
1,1.3,E03,98,1368,0,0
1,1.3,E03,98,1368,1,2.165
1,1.3,E03,98,1368,2,50.92
1,1.3,E03,98,1368,3,80.89
1,1.3,E03,98,1368,4,106.4
1,1.3,E03,98,1368,5,135.1
1,1.3,E03,98,1368,6,168
1,1.3,E03,98,1368,7,201.5
1,1.3,E03,98,1368,8,230.8
1,1.3,E03,98,1368,9,269.1
1,1.3,E03,98,1368,10,296.8
1,1.3,E03,98,1368,11,299.7
1,1.3,E03,98,1368,12,301.6
1,1.3,E03,98,1368,13,300.8
1,1.3,E03,98,1369,0,0
1,1.3,E03,98,1369,1,41.68
1,1.3,E03,98,1369,2,68.34
1,1.3,E03,98,1369,3,90.89
1,1.3,E03,98,1369,4,121.7
1,1.3,E03,98,1369,5,163.8
1,1.3,E03,98,1369,6,209.1
1,1.3,E03,98,1369,7,235.4
1,1.3,E03,98,1369,8,237.4
1,1.3,E03,98,1369,9,240.2
1,1.3,E03,98,1369,10,242.6
1,1.3,E03,98,1369,11,244.4
1,1.3,E03,98,1369,12,245.8
1,1.3,E03,98,1369,13,247.3
1,1.3,E03,98,1369,14,249.1
1,1.3,E03,98,1369,15,249.1
1,1.3,E03,98,1369,16,249.1
1,1.3,E03,98,1369,17,249.1
1,1.3,E03,98,1369,18,248.5
1,1.3,E03,98,1370,0,0
1,1.3,E03,98,1370,1,51.97
1,1.3,E03,98,1370,2,81.27
1,1.3,E03,98,1370,3,107.5
1,1.3,E03,98,1370,4,142.7
1,1.3,E03,98,1370,5,187.2
1,1.3,E03,98,1370,6,231.2
1,1.3,E03,98,1370,7,249
1,1.3,E03,98,1370,8,250.8
1,1.3,E03,98,1370,9,253.4
1,1.3,E03,98,1370,10,255.5
1,1.3,E03,98,1370,11,256.9
1,1.3,E03,98,1370,12,257.9
1,1.3,E03,98,1370,13,259.2
1,1.3,E03,98,1370,14,259.7
1,1.3,E03,98,1370,15,259.1
1,1.3,E03,98,1370,16,258.3
1,1.3,E03,98,1370,17,257.6
1,1.3,E03,98,1370,18,257
1,1.3,E03,98,1371,0,0
1,1.3,E03,98,1371,1,75.59
1,1.3,E03,98,1371,2,103.9
1,1.3,E03,98,1371,3,130.7
1,1.3,E03,98,1371,4,166.2
1,1.3,E03,98,1371,5,212.4
1,1.3,E03,98,1371,6,258.9
1,1.3,E03,98,1371,7,278.7
1,1.3,E03,98,1371,8,281.3
1,1.3,E03,98,1371,9,283.6
1,1.3,E03,98,1371,10,286.1
1,1.3,E03,98,1371,11,287.7
1,1.3,E03,98,1371,12,289.2
1,1.3,E03,98,1371,13,291
1,1.3,E03,98,1371,14,292.8
1,1.3,E03,98,1371,15,293.5
1,1.3,E03,98,1371,16,292.8
1,1.3,E03,98,1371,17,292
1,1.3,E03,98,1371,18,291.4
1,1.3,E04,62,569,0,0
1,1.3,E04,62,569,1,-4.266
1,1.3,E04,62,569,2,-3.633
1,1.3,E04,62,569,3,6.478
1,1.3,E04,62,569,4,38.8
1,1.3,E04,62,569,5,62.72
1,1.3,E04,62,569,6,76.44
1,1.3,E04,62,569,7,88.85
1,1.3,E04,62,569,8,93.85
1,1.3,E04,62,569,9,102.1
1,1.3,E04,62,569,10,109.5
1,1.3,E04,62,569,11,121.1
1,1.3,E04,62,569,12,131
1,1.3,E04,62,569,13,151
1,1.3,E04,62,569,14,180.7
1,1.3,E04,62,569,15,214
1,1.3,E04,62,569,16,250.4
1,1.3,E04,62,569,17,280.9
1,1.3,E04,62,569,18,296.7
1,1.3,E04,62,569,19,304.1
1,1.3,E04,62,569,20,323.2
1,1.3,E04,62,569,21,332.3
1,1.3,E04,62,569,22,339.4
1,1.3,E04,62,569,23,347.6
1,1.3,E04,62,569,24,345.7
1,1.3,E04,62,569,25,345.8
1,1.3,E04,62,569,26,345.4
1,1.3,E04,62,569,27,345.7
1,1.3,E04,62,570,0,0
1,1.3,E04,62,570,1,72.53
1,1.3,E04,62,570,2,113.4
1,1.3,E04,62,570,3,137.8
1,1.3,E04,62,570,4,157.8
1,1.3,E04,62,570,5,180.1
1,1.3,E04,62,570,6,196.7
1,1.3,E04,62,570,7,223.9
1,1.3,E04,62,570,8,242.5
1,1.3,E04,62,570,9,275.2
1,1.3,E04,62,570,10,310
1,1.3,E04,62,570,11,333.6
1,1.3,E04,62,570,12,350.4
1,1.3,E04,62,570,13,370.9
1,1.3,E04,62,570,14,388.6
1,1.3,E04,62,570,15,393.8
1,1.3,E04,62,570,16,398.6
1,1.3,E04,62,570,17,409.8
1,1.3,E04,62,570,18,426.8
1,1.3,E04,62,570,19,436.1
1,1.3,E04,62,570,20,459.6
1,1.3,E04,62,570,21,467.6
1,1.3,E04,62,570,22,465.3
1,1.3,E04,62,570,23,466.8
1,1.3,E04,62,570,24,464.5
1,1.3,E04,62,570,25,458.8
1,1.3,E04,62,570,26,457
1,1.3,E04,62,570,27,457.7
1,1.3,E04,62,571,0,0
1,1.3,E04,62,571,1,2.121
1,1.3,E04,62,571,2,6.217
1,1.3,E04,62,571,3,8.834
1,1.3,E04,62,571,4,13.27
1,1.3,E04,62,571,5,22.54
1,1.3,E04,62,571,6,30.91
1,1.3,E04,62,571,7,38.53
1,1.3,E04,62,571,8,41.54
1,1.3,E04,62,571,9,49.56
1,1.3,E04,62,571,10,60.98
1,1.3,E04,62,571,11,73.58
1,1.3,E04,62,571,12,90.47
1,1.3,E04,62,571,13,108.6
1,1.3,E04,62,571,14,130.7
1,1.3,E04,62,571,15,142.8
1,1.3,E04,62,571,16,150.8
1,1.3,E04,62,571,17,158.2
1,1.3,E04,62,571,18,166.8
1,1.3,E04,62,571,19,171.6
1,1.3,E04,62,571,20,189.2
1,1.3,E04,62,571,21,196.4
1,1.3,E04,62,571,22,202.3
1,1.3,E04,62,571,23,215.6
1,1.3,E04,62,571,24,223
1,1.3,E04,62,571,25,225.5
1,1.3,E04,62,571,26,224.4
1,1.3,E04,62,571,27,224.2
1,1.3,E04,62,572,0,0
1,1.3,E04,62,572,1,0.6356
1,1.3,E04,62,572,2,3.645
1,1.3,E04,62,572,3,6.56
1,1.3,E04,62,572,4,9.51
1,1.3,E04,62,572,5,18.47
1,1.3,E04,62,572,6,25.27
1,1.3,E04,62,572,7,33
1,1.3,E04,62,572,8,36.28
1,1.3,E04,62,572,9,42.72
1,1.3,E04,62,572,10,53.72
1,1.3,E04,62,572,11,65.44
1,1.3,E04,62,572,12,81.75
1,1.3,E04,62,572,13,96.34
1,1.3,E04,62,572,14,121.3
1,1.3,E04,62,572,15,134.3
1,1.3,E04,62,572,16,140.6
1,1.3,E04,62,572,17,148.3
1,1.3,E04,62,572,18,158.7
1,1.3,E04,62,572,19,162.5
1,1.3,E04,62,572,20,182.9
1,1.3,E04,62,572,21,189.7
1,1.3,E04,62,572,22,196
1,1.3,E04,62,572,23,209.4
1,1.3,E04,62,572,24,218.5
1,1.3,E04,62,572,25,221.5
1,1.3,E04,62,572,26,223.2
1,1.3,E04,62,572,27,221.4
1,1.3,E04,62,573,0,0
1,1.3,E04,62,573,1,5.847
1,1.3,E04,62,573,2,10.1
1,1.3,E04,62,573,3,13.19
1,1.3,E04,62,573,4,15.09
1,1.3,E04,62,573,5,20.34
1,1.3,E04,62,573,6,24.33
1,1.3,E04,62,573,7,29.18
1,1.3,E04,62,573,8,32.98
1,1.3,E04,62,573,9,41.64
1,1.3,E04,62,573,10,53
1,1.3,E04,62,573,11,70.07
1,1.3,E04,62,573,12,94.06
1,1.3,E04,62,573,13,124.1
1,1.3,E04,62,573,14,163.5
1,1.3,E04,62,573,15,205.8
1,1.3,E04,62,573,16,251.4
1,1.3,E04,62,573,17,329.3
1,1.3,E04,62,573,18,377.1
1,1.3,E04,62,573,19,389.1
