test,set,lab_id,file_id,bottle_id,time_d,xCH4,cvBg,cvCH4
1,1.3,E01,64,1663,2,1,77.11,77.11
1,1.3,E01,64,1663,3,1,103.9,103.9
1,1.3,E01,64,1663,4,1,118.6,118.6
1,1.3,E01,64,1663,5,1,139.8,139.8
1,1.3,E01,64,1663,6,1,155.5,155.5
1,1.3,E01,64,1663,7,1,188.7,188.7
1,1.3,E01,64,1663,8,1,226.6,226.6
1,1.3,E01,64,1663,9,1,271.6,271.6
1,1.3,E01,64,1663,10,1,342.4,342.4
1,1.3,E01,64,1663,11,1,438.2,438.2
1,1.3,E01,64,1663,12,1,528.1,528.1
1,1.3,E01,64,1663,13,1,602.6,602.6
1,1.3,E01,64,1663,14,1,669.7,669.7
1,1.3,E01,64,1663,15,1,727.4,727.4
1,1.3,E01,64,1663,16,1,769.8,769.8
1,1.3,E01,64,1663,17,1,795.9,795.9
1,1.3,E01,64,1663,18,1,809.3,809.3
1,1.3,E01,64,1663,19,1,819.5,819.5
1,1.3,E01,64,1663,20,1,826,826
1,1.3,E01,64,1663,21,1,826,826
1,1.3,E01,64,1664,0,1,0,0
1,1.3,E01,64,1664,1,1,41.2,41.2
1,1.3,E01,64,1664,2,1,76,76
1,1.3,E01,64,1664,3,1,100.2,100.2
1,1.3,E01,64,1664,4,1,118.5,118.5
1,1.3,E01,64,1664,5,1,136.3,136.3
1,1.3,E01,64,1664,6,1,154.8,154.8
1,1.3,E01,64,1664,7,1,190,190
1,1.3,E01,64,1664,8,1,228.8,228.8
1,1.3,E01,64,1664,9,1,275.4,275.4
1,1.3,E01,64,1664,10,1,347.1,347.1
1,1.3,E01,64,1664,11,1,442.1,442.1
1,1.3,E01,64,1664,12,1,530.6,530.6
1,1.3,E01,64,1664,13,1,595.8,595.8
1,1.3,E01,64,1664,14,1,661.2,661.2
1,1.3,E01,64,1664,15,1,718.3,718.3
1,1.3,E01,64,1664,16,1,756.9,756.9
1,1.3,E01,64,1664,17,1,781.8,781.8
1,1.3,E01,64,1664,18,1,797.2,797.2
1,1.3,E01,64,1664,19,1,812.6,812.6
1,1.3,E01,64,1664,20,1,822.3,822.3
1,1.3,E01,64,1664,21,1,822.3,822.3
1,1.3,E01,64,1665,0,1,0,0
1,1.3,E01,64,1665,1,1,39.71,39.71
1,1.3,E01,64,1665,2,1,41.01,41.01
1,1.3,E01,64,1665,3,1,42.31,42.31
1,1.3,E01,64,1665,4,1,43.6,43.6
1,1.3,E01,64,1665,5,1,44.9,44.9
1,1.3,E01,64,1665,6,1,46.19,46.19
1,1.3,E01,64,1665,7,1,47.49,47.49
1,1.3,E01,64,1665,8,1,48.79,48.79
1,1.3,E01,64,1665,9,1,50.08,50.08
1,1.3,E01,64,1665,10,1,51.3,51.3
1,1.3,E01,64,1665,11,1,51.3,51.3
1,1.3,E01,64,1665,12,1,51.3,51.3
1,1.3,E01,64,1665,13,1,51.3,51.3
1,1.3,E01,64,1665,14,1,51.3,51.3
1,1.3,E01,64,1665,15,1,51.3,51.3
1,1.3,E01,64,1665,16,1,51.3,51.3
1,1.3,E01,64,1665,17,1,51.3,51.3
1,1.3,E01,64,1665,18,1,51.3,51.3
1,1.3,E01,64,1665,19,1,51.3,51.3
1,1.3,E01,64,1665,20,1,51.3,51.3
1,1.3,E01,64,1665,21,1,51.3,51.3
1,1.3,E01,64,1666,0,1,0,0
1,1.3,E01,64,1666,1,1,35.2,35.2
1,1.3,E01,64,1666,2,1,38,38
1,1.3,E01,64,1666,3,1,39.1,39.1
1,1.3,E01,64,1666,4,1,39.9,39.9
1,1.3,E01,64,1666,5,1,40.4,40.4
1,1.3,E01,64,1666,6,1,41.6,41.6
1,1.3,E01,64,1666,7,1,42.3,42.3
1,1.3,E01,64,1666,8,1,42.8,42.8
1,1.3,E01,64,1666,9,1,43.3,43.3
1,1.3,E01,64,1666,10,1,43.3,43.3
1,1.3,E01,64,1666,11,1,43.3,43.3
1,1.3,E01,64,1666,12,1,43.3,43.3
1,1.3,E01,64,1666,13,1,43.3,43.3
1,1.3,E01,64,1666,14,1,43.3,43.3
1,1.3,E01,64,1666,15,1,43.3,43.3
1,1.3,E01,64,1666,16,1,43.3,43.3
1,1.3,E01,64,1666,17,1,43.3,43.3
1,1.3,E01,64,1666,18,1,43.3,43.3
1,1.3,E01,64,1666,19,1,43.3,43.3
1,1.3,E01,64,1666,20,1,43.3,43.3
1,1.3,E01,64,1666,21,1,43.3,43.3
1,1.3,E01,64,1667,0,1,0,0
1,1.3,E01,64,1667,1,1,18.54,18.54
1,1.3,E01,64,1667,2,1,24.31,24.31
1,1.3,E01,64,1667,3,1,141.4,141.4
1,1.3,E01,64,1667,4,1,273.9,273.9
1,1.3,E01,64,1667,5,1,320.6,320.6
1,1.3,E01,64,1667,6,1,352.3,352.3
1,1.3,E01,64,1667,7,1,398.2,398.2
1,1.3,E01,64,1667,8,1,446.5,446.5
1,1.3,E01,64,1667,9,1,502.2,502.2
1,1.3,E01,64,1667,10,1,569.8,569.8
1,1.3,E01,64,1667,11,1,584.9,584.9
1,1.3,E01,64,1667,12,1,591.3,591.3
1,1.3,E01,64,1667,13,1,596.9,596.9
1,1.3,E01,64,1667,14,1,602.5,602.5
1,1.3,E01,64,1667,15,1,610.5,610.5
1,1.3,E01,64,1667,16,1,626.3,626.3
1,1.3,E01,64,1667,17,1,648.3,648.3
1,1.3,E01,64,1667,18,1,667.6,667.6
1,1.3,E01,64,1667,19,1,667.6,667.6
1,1.3,E01,64,1667,20,1,667.6,667.6
1,1.3,E01,64,1667,21,1,667.6,667.6
1,1.3,E01,64,1668,0,1,0,0
1,1.3,E01,64,1668,1,1,27.51,27.51
1,1.3,E01,64,1668,2,1,36.84,36.84
1,1.3,E01,64,1668,3,1,311.5,311.5
1,1.3,E01,64,1668,4,1,464.2,464.2
1,1.3,E01,64,1668,5,1,504.6,504.6
1,1.3,E01,64,1668,6,1,521.3,521.3
1,1.3,E01,64,1668,7,1,549.1,549.1
1,1.3,E01,64,1668,8,1,594.6,594.6
1,1.3,E01,64,1668,9,1,671.2,671.2
1,1.3,E01,64,1668,10,1,759.6,759.6
1,1.3,E01,64,1668,11,1,773.5,773.5
1,1.3,E01,64,1668,12,1,778.3,778.3
1,1.3,E01,64,1668,13,1,783.1,783.1
1,1.3,E01,64,1668,14,1,790.1,790.1
1,1.3,E01,64,1668,15,1,803.8,803.8
1,1.3,E01,64,1668,16,1,819.7,819.7
1,1.3,E01,64,1668,17,1,843.7,843.7
1,1.3,E01,64,1668,18,1,853.5,853.5
1,1.3,E01,64,1668,19,1,853.5,853.5
1,1.3,E01,64,1668,20,1,853.5,853.5
1,1.3,E01,64,1668,21,1,853.5,853.5
1,1.3,E01,64,1669,0,1,0,0
1,1.3,E01,64,1669,1,1,19.1,19.1
1,1.3,E01,64,1669,2,1,35.2,35.2
1,1.3,E01,64,1669,3,1,188.4,188.4
1,1.3,E01,64,1669,4,1,301.1,301.1
1,1.3,E01,64,1669,5,1,364.8,364.8
1,1.3,E01,64,1669,6,1,402.7,402.7
1,1.3,E01,64,1669,7,1,443,443
1,1.3,E01,64,1669,8,1,497.3,497.3
1,1.3,E01,64,1669,9,1,550.2,550.2
1,1.3,E01,64,1669,10,1,583.9,583.9
1,1.3,E01,64,1669,11,1,600.2,600.2
1,1.3,E01,64,1669,12,1,612.1,612.1
1,1.3,E01,64,1669,13,1,621.7,621.7
1,1.3,E01,64,1669,14,1,650.1,650.1
1,1.3,E01,64,1669,15,1,676.8,676.8
1,1.3,E01,64,1669,16,1,688.5,688.5
1,1.3,E01,64,1669,17,1,700.1,700.1
1,1.3,E01,64,1669,18,1,708.4,708.4
1,1.3,E01,64,1669,19,1,710.8,710.8
1,1.3,E01,64,1669,20,1,710.8,710.8
1,1.3,E01,64,1669,21,1,710.8,710.8
1,1.3,E01,64,1670,0,1,0,0
1,1.3,E01,64,1670,1,1,157.2,157.2
1,1.3,E01,64,1670,2,1,188,188
1,1.3,E01,64,1670,3,1,215.4,215.4
1,1.3,E01,64,1670,4,1,248.9,248.9
1,1.3,E01,64,1670,5,1,304.2,304.2
1,1.3,E01,64,1670,6,1,369.7,369.7
1,1.3,E01,64,1670,7,1,422.8,422.8
1,1.3,E01,64,1670,8,1,468.8,468.8
1,1.3,E01,64,1670,9,1,481.9,481.9
1,1.3,E01,64,1670,10,1,492.7,492.7
1,1.3,E01,64,1670,11,1,502.9,502.9
1,1.3,E01,64,1670,12,1,514.9,514.9
1,1.3,E01,64,1670,13,1,535.4,535.4
1,1.3,E01,64,1670,14,1,545.9,545.9
1,1.3,E01,64,1670,15,1,545.9,545.9
1,1.3,E01,64,1670,16,1,545.9,545.9
1,1.3,E01,64,1670,17,1,545.9,545.9
1,1.3,E01,64,1670,18,1,545.9,545.9
1,1.3,E01,64,1670,19,1,545.9,545.9
1,1.3,E01,64,1670,20,1,545.9,545.9
1,1.3,E01,64,1670,21,1,545.9,545.9
1,1.3,E01,64,1671,0,1,0,0
1,1.3,E01,64,1671,1,1,160.9,160.9
1,1.3,E01,64,1671,2,1,188.7,188.7
1,1.3,E01,64,1671,3,1,225.1,225.1
1,1.3,E01,64,1671,4,1,261.1,261.1
1,1.3,E01,64,1671,5,1,319.9,319.9
1,1.3,E01,64,1671,6,1,389.8,389.8
1,1.3,E01,64,1671,7,1,452.7,452.7
1,1.3,E01,64,1671,8,1,493.3,493.3
1,1.3,E01,64,1671,9,1,511.9,511.9
1,1.3,E01,64,1671,10,1,525.3,525.3
1,1.3,E01,64,1671,11,1,536.8,536.8
1,1.3,E01,64,1671,12,1,558.8,558.8
1,1.3,E01,64,1671,13,1,571.5,571.5
1,1.3,E01,64,1671,14,1,594.5,594.5
1,1.3,E01,64,1671,15,1,601.3,601.3
1,1.3,E01,64,1671,16,1,601.3,601.3
1,1.3,E01,64,1671,17,1,601.3,601.3
1,1.3,E01,64,1671,18,1,601.3,601.3
1,1.3,E01,64,1671,19,1,601.3,601.3
1,1.3,E01,64,1671,20,1,601.3,601.3
1,1.3,E01,64,1671,21,1,601.3,601.3
1,1.3,E01,64,1672,0,1,0,0
1,1.3,E01,64,1672,1,1,160.1,160.1
1,1.3,E01,64,1672,2,1,187,187
1,1.3,E01,64,1672,3,1,221.3,221.3
1,1.3,E01,64,1672,4,1,250.3,250.3
1,1.3,E01,64,1672,5,1,302.2,302.2
1,1.3,E01,64,1672,6,1,360.1,360.1
1,1.3,E01,64,1672,7,1,432.7,432.7
1,1.3,E01,64,1672,8,1,472.1,472.1
1,1.3,E01,64,1672,9,1,500.5,500.5
1,1.3,E01,64,1672,10,1,509.9,509.9
1,1.3,E01,64,1672,11,1,511.5,511.5
1,1.3,E01,64,1672,12,1,533.8,533.8
1,1.3,E01,64,1672,13,1,543.2,543.2
1,1.3,E01,64,1672,14,1,561.4,561.4
1,1.3,E01,64,1672,15,1,570,570
1,1.3,E01,64,1672,16,1,578.6,578.6
1,1.3,E01,64,1672,17,1,588.3,588.3
1,1.3,E01,64,1672,18,1,592.9,592.9
1,1.3,E01,64,1672,19,1,592.9,592.9
1,1.3,E01,64,1672,20,1,592.9,592.9
1,1.3,E01,64,1672,21,1,592.9,592.9
1,1.3,E02,61,890,0,,0,0
1,1.3,E02,61,890,1,0.0285,285.8,9.591
1,1.3,E02,61,890,3,0.1121,383.6,24.8
1,1.3,E02,61,890,7,0.3807,469.3,71.13
1,1.3,E02,61,890,9,0.5155,526.2,107.8
1,1.3,E02,61,890,11,0.5222,619.4,156.6
1,1.3,E02,61,890,13,0.5611,692.8,200.2
1,1.3,E02,61,890,16,0.5286,742.1,224.5
1,1.3,E02,61,890,20,0.5727,773.9,244.1
1,1.3,E02,61,890,23,0.5877,786.4,252.6
1,1.3,E02,61,890,27,0.5725,795.3,257
1,1.3,E02,61,890,30,0.5801,800.8,260.8
1,1.3,E02,61,891,0,,0,0
1,1.3,E02,61,891,1,0.0285,290.2,9.718
1,1.3,E02,61,891,3,0.1121,385.3,24.63
1,1.3,E02,61,891,7,0.3807,488.9,77.73
1,1.3,E02,61,891,9,0.5155,543.9,113.5
1,1.3,E02,61,891,11,0.5222,634,160.6
1,1.3,E02,61,891,13,0.5611,717.9,210.1
1,1.3,E02,61,891,16,0.5286,768.1,234.9
1,1.3,E02,61,891,20,0.5727,805.2,257.5
1,1.3,E02,61,891,23,0.5877,826.6,271.3
1,1.3,E02,61,891,27,0.5725,834.7,275.2
1,1.3,E02,61,891,30,0.5801,839.2,278.5
1,1.3,E02,61,892,0,,0,0
1,1.3,E02,61,892,1,0.0285,308,10.22
1,1.3,E02,61,892,3,0.1121,384.4,23.04
1,1.3,E02,61,892,7,0.3807,484.4,74.79
1,1.3,E02,61,892,9,0.5155,562.1,122.2
1,1.3,E02,61,892,11,0.5222,712.4,200.8
1,1.3,E02,61,892,13,0.5611,769.9,235.5
1,1.3,E02,61,892,16,0.5286,801.8,250.7
1,1.3,E02,61,892,20,0.5727,801.8,252
1,1.3,E02,61,892,23,0.5877,813.4,260
1,1.3,E02,61,892,27,0.5725,828.7,268
1,1.3,E02,61,892,30,0.5801,837.7,273.9
1,1.3,E02,61,893,0,,0,0
1,1.3,E02,61,893,1,0.0336,10.64,2.145
1,1.3,E02,61,893,3,0.1108,16.86,6.954
1,1.3,E02,61,893,7,0.1724,16.86,10.25
1,1.3,E02,61,893,9,0.2025,16.86,12.07
1,1.3,E02,61,893,11,0.2212,16.86,12.98
1,1.3,E02,61,893,13,0.2212,16.86,13.16
1,1.3,E02,61,893,16,0.2212,16.86,13.15
1,1.3,E02,61,893,20,0.2212,16.86,12.77
1,1.3,E02,61,893,23,0.2212,16.86,12.91
1,1.3,E02,61,893,27,0.2212,16.86,12.95
1,1.3,E02,61,893,30,0.2212,16.86,13.06
1,1.3,E02,61,894,0,,0,0
1,1.3,E02,61,894,1,0.0336,17.73,2.383
1,1.3,E02,61,894,3,0.1108,23.95,7.193
1,1.3,E02,61,894,7,0.1724,39.98,13.25
1,1.3,E02,61,894,9,0.2025,44.51,15.99
1,1.3,E02,61,894,11,0.2212,44.51,16.9
1,1.3,E02,61,894,13,0.2212,44.51,17.07
1,1.3,E02,61,894,16,0.2212,44.51,17.07
1,1.3,E02,61,894,20,0.2212,44.51,16.69
1,1.3,E02,61,894,23,0.2212,44.51,16.82
1,1.3,E02,61,894,27,0.2212,44.51,16.87
1,1.3,E02,61,894,30,0.2212,44.51,16.98
1,1.3,E02,61,895,0,,0,0
1,1.3,E02,61,895,1,0.0336,17.73,2.383
1,1.3,E02,61,895,3,0.1108,23.95,7.193
1,1.3,E02,61,895,7,0.1724,32.86,12.03
1,1.3,E02,61,895,9,0.2025,35.58,14.4
1,1.3,E02,61,895,11,0.2212,40.07,16.3
1,1.3,E02,61,895,13,0.2212,40.07,16.47
1,1.3,E02,61,895,16,0.2212,40.07,16.47
1,1.3,E02,61,895,20,0.2212,40.07,16.09
1,1.3,E02,61,895,23,0.2212,40.07,16.22
1,1.3,E02,61,895,27,0.2212,40.07,16.27
1,1.3,E02,61,895,30,0.2212,40.07,16.38
1,1.3,E02,61,896,0,,0,0
1,1.3,E02,61,896,1,0.014,464.9,7.22
1,1.3,E02,61,896,3,0.1625,593.8,35.72
1,1.3,E02,61,896,7,0.315,858.4,126.9
1,1.3,E02,61,896,9,0.2384,939.8,142.6
1,1.3,E02,61,896,11,0.3589,1051,188.6
1,1.3,E02,61,896,13,0.3901,1141,225.7
1,1.3,E02,61,896,16,0.4525,1279,291.1
1,1.3,E02,61,896,20,0.5815,1321,321.5
1,1.3,E02,61,896,23,0.5771,1354,340.7
1,1.3,E02,61,896,27,0.5722,1363,345.7
1,1.3,E02,61,896,30,0.5754,1370,350.3
1,1.3,E02,61,897,0,,0,0
1,1.3,E02,61,897,1,0.014,507.5,7.816
1,1.3,E02,61,897,3,0.1625,610.6,32.13
1,1.3,E02,61,897,7,0.315,890.4,128.1
1,1.3,E02,61,897,9,0.2384,949,138.4
1,1.3,E02,61,897,11,0.3589,1008,165.7
1,1.3,E02,61,897,13,0.3901,1106,205.6
1,1.3,E02,61,897,16,0.4525,1216,259
1,1.3,E02,61,897,20,0.5815,1261,290.5
1,1.3,E02,61,897,23,0.5771,1304,315.9
1,1.3,E02,61,897,27,0.5722,1314,321.4
1,1.3,E02,61,897,30,0.5754,1322,326
1,1.3,E02,61,898,0,,0,0
1,1.3,E02,61,898,1,0.014,592.6,9.008
1,1.3,E02,61,898,3,0.1625,712.6,36.06
1,1.3,E02,61,898,7,0.315,1032,144.3
1,1.3,E02,61,898,9,0.2384,1059,147.3
1,1.3,E02,61,898,11,0.3589,1123,176.2
1,1.3,E02,61,898,13,0.3901,1250,227.6
1,1.3,E02,61,898,16,0.4525,1364,282.7
1,1.3,E02,61,898,20,0.5815,1415,317.7
1,1.3,E02,61,898,23,0.5771,1488,360.1
1,1.3,E02,61,898,27,0.5722,1501,367.6
1,1.3,E02,61,898,30,0.5754,1514,375.4
1,1.3,E02,61,899,0,,0,0
1,1.3,E02,61,899,1,0.06,556.3,36.42
1,1.3,E02,61,899,3,0.1754,667.3,61.77
1,1.3,E02,61,899,7,0.4485,738.8,107.8
1,1.3,E02,61,899,9,0.562,815.7,157.3
1,1.3,E02,61,899,11,0.5847,950.2,236.9
1,1.3,E02,61,899,13,0.7436,1092,350.7
1,1.3,E02,61,899,16,0.3902,1228,385.7
1,1.3,E02,61,899,20,0.5,1309,430.8
1,1.3,E02,61,899,23,0.6339,1335,454.3
1,1.3,E02,61,899,27,0.6125,1343,458.3
1,1.3,E02,61,899,30,0.6162,1349,462.7
1,1.3,E02,61,900,0,,0,0
1,1.3,E02,61,900,1,0.06,581.1,38.87
1,1.3,E02,61,900,3,0.1754,688.6,65.45
1,1.3,E02,61,900,7,0.4485,771.7,121
1,1.3,E02,61,900,9,0.562,848.5,172.5
1,1.3,E02,61,900,11,0.5847,993.9,258.7
1,1.3,E02,61,900,13,0.7436,1129,370.6
1,1.3,E02,61,900,16,0.3902,1269,401.1
1,1.3,E02,61,900,20,0.5,1342,443.8
1,1.3,E02,61,900,23,0.6339,1370,471
1,1.3,E02,61,900,27,0.6125,1380,475.8
1,1.3,E02,61,900,30,0.6162,1387,480.8
1,1.3,E02,61,901,0,,0,0
1,1.3,E02,61,901,1,0.06,605.9,39.4
1,1.3,E02,61,901,3,0.1754,709.9,63.51
1,1.3,E02,61,901,7,0.4485,804.5,119.9
1,1.3,E02,61,901,9,0.562,881.4,169.4
1,1.3,E02,61,901,11,0.5847,1038,261.6
1,1.3,E02,61,901,13,0.7436,1166,366
1,1.3,E02,61,901,16,0.3902,1310,403.7
1,1.3,E02,61,901,20,0.5,1375,440.9
1,1.3,E02,61,901,23,0.6339,1405,467.3
1,1.3,E02,61,901,27,0.6125,1417,473.4
1,1.3,E02,61,901,30,0.6162,1425,478.9
1,1.3,E02,61,902,0,,0,0
1,1.3,E02,61,902,1,0.0408,427.7,19.52
1,1.3,E02,61,902,3,0.2021,534.3,49.27
1,1.3,E02,61,902,7,0.4383,738,150.6
1,1.3,E02,61,902,9,0.5174,813.9,194.4
1,1.3,E02,61,902,11,0.5223,878.8,228.3
1,1.3,E02,61,902,13,0.539,952.3,269.2
1,1.3,E02,61,902,16,0.4651,1018,295.8
1,1.3,E02,61,902,20,0.458,1061,314.3
1,1.3,E02,61,902,23,0.4574,1101,333.2
1,1.3,E02,61,902,27,0.4213,1110,335.2
1,1.3,E02,61,902,30,0.4522,1118,340.2
1,1.3,E02,61,903,0,,0,0
1,1.3,E02,61,903,1,0.0408,363,16.88
1,1.3,E02,61,903,3,0.2021,445.2,41.69
1,1.3,E02,61,903,7,0.4383,649.3,143.2
1,1.3,E02,61,903,9,0.5174,713,180.7
1,1.3,E02,61,903,11,0.5223,793.6,222.8
1,1.3,E02,61,903,13,0.539,853.8,256.5
1,1.3,E02,61,903,16,0.4651,912.1,279.8
1,1.3,E02,61,903,20,0.458,952.3,297.1
1,1.3,E02,61,903,23,0.4574,974.7,307.5
1,1.3,E02,61,903,27,0.4213,983.6,309.6
1,1.3,E02,61,903,30,0.4522,990,314.2
1,1.3,E02,61,904,0,,0,0
1,1.3,E02,61,904,1,0.0408,505.7,22.7
1,1.3,E02,61,904,3,0.2021,586.1,47.16
1,1.3,E02,61,904,7,0.4383,793.4,150
1,1.3,E02,61,904,9,0.5174,865.2,191.7
1,1.3,E02,61,904,11,0.5223,923.8,222.4
1,1.3,E02,61,904,13,0.539,998.2,263.7
1,1.3,E02,61,904,16,0.4651,1027,273.4
1,1.3,E02,61,904,20,0.458,1082,297.4
1,1.3,E02,61,904,23,0.4574,1105,308
1,1.3,E02,61,904,27,0.4213,1114,310
1,1.3,E02,61,904,30,0.4522,1114,311.8
1,1.3,E03,98,1357,0,1,0,0
1,1.3,E03,98,1357,1,1,2.8,2.8
1,1.3,E03,98,1357,2,1,5.6,5.6
1,1.3,E03,98,1357,3,1,10.3,10.3
1,1.3,E03,98,1357,4,1,24.6,24.6
1,1.3,E03,98,1357,5,1,30.8,30.8
1,1.3,E03,98,1357,6,1,38.2,38.2
1,1.3,E03,98,1357,7,1,49.5,49.5
1,1.3,E03,98,1357,8,1,59.7,59.7
1,1.3,E03,98,1357,9,1,66.7,66.7
1,1.3,E03,98,1357,10,1,72.4,72.4
1,1.3,E03,98,1357,11,1,77.4,77.4
1,1.3,E03,98,1357,12,1,81.3,81.3
1,1.3,E03,98,1357,13,1,84.3,84.3
1,1.3,E03,98,1357,14,1,87.4,87.4
1,1.3,E03,98,1357,15,1,89.4,89.4
1,1.3,E03,98,1357,16,1,91.4,91.4
1,1.3,E03,98,1357,17,1,93.4,93.4
1,1.3,E03,98,1357,18,1,95.4,95.4
1,1.3,E03,98,1357,19,1,97.1,97.1
1,1.3,E03,98,1357,20,1,98.7,98.7
1,1.3,E03,98,1357,21,1,100.3,100.3
1,1.3,E03,98,1357,22,1,101.9,101.9
1,1.3,E03,98,1357,23,1,103.5,103.5
1,1.3,E03,98,1357,24,1,105.1,105.1
1,1.3,E03,98,1357,25,1,106.8,106.8
1,1.3,E03,98,1357,26,1,108.4,108.4
1,1.3,E03,98,1357,27,1,110.1,110.1
1,1.3,E03,98,1357,28,1,111.7,111.7
1,1.3,E03,98,1358,0,1,0,0
1,1.3,E03,98,1358,1,1,25.7,25.7
1,1.3,E03,98,1358,2,1,121.6,121.6
1,1.3,E03,98,1358,3,1,223.2,223.2
1,1.3,E03,98,1358,4,1,315.5,315.5
1,1.3,E03,98,1358,5,1,378.7,378.7
1,1.3,E03,98,1358,6,1,434.8,434.8
1,1.3,E03,98,1358,7,1,485.3,485.3
1,1.3,E03,98,1358,8,1,524.5,524.5
1,1.3,E03,98,1358,9,1,560.8,560.8
1,1.3,E03,98,1358,10,1,589.1,589.1
1,1.3,E03,98,1358,11,1,613.4,613.4
1,1.3,E03,98,1358,12,1,635.9,635.9
1,1.3,E03,98,1358,13,1,655.1,655.1
1,1.3,E03,98,1358,14,1,673.6,673.6
1,1.3,E03,98,1358,15,1,688.9,688.9
1,1.3,E03,98,1358,16,1,703.1,703.1
1,1.3,E03,98,1358,17,1,718.9,718.9
1,1.3,E03,98,1358,18,1,732.9,732.9
1,1.3,E03,98,1358,19,1,741.7,741.7
1,1.3,E03,98,1358,20,1,750.9,750.9
1,1.3,E03,98,1358,21,1,758.6,758.6
1,1.3,E03,98,1358,22,1,764.6,764.6
1,1.3,E03,98,1358,23,1,771.4,771.4
1,1.3,E03,98,1358,24,1,777.7,777.7
1,1.3,E03,98,1358,25,1,783.4,783.4
1,1.3,E03,98,1358,26,1,788.7,788.7
1,1.3,E03,98,1358,27,1,791.9,791.9
1,1.3,E03,98,1358,28,1,795,795
1,1.3,E03,98,1358,29,1,796.4,796.4
1,1.3,E03,98,1359,0,1,0,0
1,1.3,E03,98,1359,1,1,75.2,75.2
1,1.3,E03,98,1359,2,1,160.3,160.3
1,1.3,E03,98,1359,3,1,239.9,239.9
1,1.3,E03,98,1359,4,1,318,318
1,1.3,E03,98,1359,5,1,397.4,397.4
1,1.3,E03,98,1359,6,1,454.8,454.8
1,1.3,E03,98,1359,7,1,511.7,511.7
1,1.3,E03,98,1359,8,1,558.7,558.7
1,1.3,E03,98,1359,9,1,598.7,598.7
1,1.3,E03,98,1359,10,1,630.5,630.5
1,1.3,E03,98,1359,11,1,656.4,656.4
1,1.3,E03,98,1359,12,1,679.3,679.3
1,1.3,E03,98,1359,13,1,697.4,697.4
1,1.3,E03,98,1359,14,1,713.6,713.6
1,1.3,E03,98,1359,15,1,728,728
1,1.3,E03,98,1359,16,1,741.3,741.3
1,1.3,E03,98,1359,17,1,755.1,755.1
1,1.3,E03,98,1359,18,1,767.6,767.6
1,1.3,E03,98,1359,19,1,775.3,775.3
1,1.3,E03,98,1359,20,1,782.5,782.5
1,1.3,E03,98,1359,21,1,787.6,787.6
1,1.3,E03,98,1359,22,1,792.3,792.3
1,1.3,E03,98,1359,23,1,797.2,797.2
1,1.3,E03,98,1359,24,1,802.4,802.4
1,1.3,E03,98,1359,25,1,807.9,807.9
1,1.3,E03,98,1359,26,1,810,810
1,1.3,E03,98,1359,27,1,812,812
1,1.3,E03,98,1359,28,1,814,814
1,1.3,E03,98,1359,29,1,816,816
1,1.3,E03,98,1360,0,1,0,0
1,1.3,E03,98,1360,1,1,72.1,72.1
