test,set,lab_id,file_id,substrate,bottle_id,mass_inoc,mass_sub,c_vs_sub_m,c_vs_sub_f,c_vs_inoc,ISR
1,1.3,E23,122,Rabbit feed,419,752.3,20.4,0.8016,0.803,0.04266,1.959
1,1.3,E23,122,Rabbit feed,420,751.5,20.1,0.8016,0.803,0.04266,1.986
1,1.3,E23,122,Sunflower seeds,427,754.2,17,0.9059,0.915,0.04266,2.069
1,1.3,E23,122,Sunflower seeds,428,753.9,17.1,0.9059,0.915,0.04266,2.056
1,1.3,E23,122,Sunflower seeds,429,754.5,17.1,0.9059,0.915,0.04266,2.057
1,1.3,E23,122,Wheat straw,430,750,18,0.884,0.872,0.04266,2.039
1,1.3,E23,122,Wheat straw,431,751.1,18.1,0.884,0.872,0.04266,2.03
1,1.3,E23,122,Wheat straw,432,751.2,17.9,0.884,0.872,0.04266,2.053
1,1.3,E24,41,Blank,463,396,0,,,0.01408,
1,1.3,E24,41,Blank,470,396,0,,,0.01408,
1,1.3,E24,41,Blank,471,396,0,,,0.01408,
1,1.3,E24,41,Cellulose,472,396,2.879,0.9701,0.989,0.01408,1.959
1,1.3,E24,41,Cellulose,473,396,2.88,0.9701,0.989,0.01408,1.958
1,1.3,E24,41,Cellulose,474,396,2.88,0.9701,0.989,0.01408,1.958
1,1.3,E24,41,Rabbit feed,475,396,4.37,0.6357,0.803,0.01408,1.589
1,1.3,E24,41,Rabbit feed,476,396,4.37,0.6357,0.803,0.01408,1.589
1,1.3,E24,41,Rabbit feed,477,396,4.37,0.6357,0.803,0.01408,1.589
1,1.3,E24,41,Sunflower seeds,467,396,3.76,0.7561,0.915,0.01408,1.621
1,1.3,E24,41,Sunflower seeds,468,396,3.76,0.7561,0.915,0.01408,1.621
1,1.3,E24,41,Sunflower seeds,469,396,3.76,0.7561,0.915,0.01408,1.621
1,1.3,E24,41,Wheat straw,464,396,3.89,0.7119,0.872,0.01408,1.644
1,1.3,E24,41,Wheat straw,465,396,3.89,0.7119,0.872,0.01408,1.644
1,1.3,E24,41,Wheat straw,466,396,3.89,0.7119,0.872,0.01408,1.644
1,1.3,E26,49,Blank,1414,500,0,,,0.01893,
1,1.3,E26,49,Blank,1421,500,0,,,0.01893,
1,1.3,E26,49,Blank,1422,500,0,,,0.01893,
1,1.3,E26,49,Cellulose,1423,500,5.078,0.901,0.989,0.01893,1.884
1,1.3,E26,49,Cellulose,1424,500,5.078,0.901,0.989,0.01893,1.884
1,1.3,E26,49,Cellulose,1425,500,5.078,0.901,0.989,0.01893,1.884
1,1.3,E26,49,Rabbit feed,1426,500,5.834,0.7276,0.803,0.01893,2.02
1,1.3,E26,49,Rabbit feed,1427,500,5.834,0.7276,0.803,0.01893,2.02
1,1.3,E26,49,Rabbit feed,1428,500,5.834,0.7276,0.803,0.01893,2.02
1,1.3,E26,49,Sunflower seeds,1418,500,5.283,0.8277,0.915,0.01893,1.958
1,1.3,E26,49,Sunflower seeds,1419,500,5.283,0.8277,0.915,0.01893,1.958
1,1.3,E26,49,Sunflower seeds,1420,500,5.283,0.8277,0.915,0.01893,1.958
1,1.3,E26,49,Wheat straw,1415,500,5.471,0.7886,0.872,0.01893,1.984
1,1.3,E26,49,Wheat straw,1416,500,5.471,0.7886,0.872,0.01893,1.984
1,1.3,E26,49,Wheat straw,1417,500,5.471,0.7886,0.872,0.01893,1.984
1,1.3,E27,82,Blank,1703,401,0,,,0.02294,
1,1.3,E27,82,Blank,1707,400,0,,,0.02294,
1,1.3,E27,82,Blank,1708,400.3,0,,,0.02294,
1,1.3,E27,82,Cellulose,1709,396,4.678,0.9886,0.989,0.02294,1.964
1,1.3,E27,82,Cellulose,1710,396.2,4.675,0.9886,0.989,0.02294,1.966
1,1.3,E27,82,Cellulose,1711,395.3,4.672,0.9886,0.989,0.02294,1.963
1,1.3,E27,82,Rabbit feed,1704,395,5.162,0.8202,0.803,0.02294,2.186
1,1.3,E27,82,Rabbit feed,1705,393.3,5.611,0.8202,0.803,0.02294,2.003
1,1.3,E27,82,Rabbit feed,1706,393.9,5.611,0.8202,0.803,0.02294,2.006
1,1.3,E27,82,Sunflower seeds,1713,395.1,4.891,0.9105,0.915,0.02294,2.026
1,1.3,E27,82,Sunflower seeds,1715,396.1,4.892,0.9105,0.915,0.02294,2.03
1,1.3,E27,82,Sunflower seeds,1717,395,4.893,0.9105,0.915,0.02294,2.024
1,1.3,E27,82,Wheat straw,1712,394.3,5.254,0.8765,0.872,0.02294,1.975
1,1.3,E27,82,Wheat straw,1714,395.4,5.255,0.8765,0.872,0.02294,1.98
1,1.3,E27,82,Wheat straw,1716,393.9,5.251,0.8765,0.872,0.02294,1.974
1,1.3,R01,19,Blank,1475,450.2,,,,0.01866,
1,1.3,R01,19,Blank,1478,451,,,,0.01866,
1,1.3,R01,19,Blank,1481,452.7,,,,0.01866,
1,1.3,R01,19,Blank,1484,450.6,,,,0.01866,
1,1.3,R01,19,Blank,1487,451,,,,0.01866,
1,1.3,R01,19,Blank,1489,451.8,,,,0.01866,
1,1.3,R01,28,Blank,1460,448.3,,,,0.01832,
1,1.3,R01,28,Blank,1465,451.4,,,,0.01832,
1,1.3,R01,28,Blank,1469,450.1,,,,0.01832,
1,1.3,R01,19,Cellulose,1474,449.3,3.84,1,0.989,0.01866,2.208
1,1.3,R01,19,Cellulose,1476,448.8,3.73,1,0.989,0.01866,2.27
1,1.3,R01,19,Cellulose,1479,446.4,3.79,1,0.989,0.01866,2.223
1,1.3,R01,19,Cellulose,1482,446.7,3.79,1,0.989,0.01866,2.224
1,1.3,R01,19,Cellulose,1485,445.8,3.97,1,0.989,0.01866,2.119
1,1.3,R01,19,Cellulose,1490,449.4,4.59,1,0.989,0.01866,1.847
1,1.3,R01,28,Cellulose,1464,445.7,4.24,0.9464,0.989,0.01832,1.948
1,1.3,R01,28,Cellulose,1468,446.7,4.45,0.9464,0.989,0.01832,1.86
1,1.3,R01,28,Cellulose,1473,448.5,4.2,0.9464,0.989,0.01832,1.978
1,1.3,R01,28,Rabbit feed,1463,445.5,5.21,0.7638,0.803,0.01832,1.951
1,1.3,R01,28,Rabbit feed,1467,446,5.34,0.7638,0.803,0.01832,1.906
1,1.3,R01,28,Rabbit feed,1472,446.2,5.35,0.7638,0.803,0.01832,1.903
1,1.3,R01,28,Sunflower seeds,1459,446.6,4.63,0.9111,0.915,0.01832,1.932
1,1.3,R01,28,Sunflower seeds,1461,444.3,4.76,0.9111,0.915,0.01832,1.869
1,1.3,R01,28,Sunflower seeds,1470,444.2,4.62,0.9111,0.915,0.01832,1.925
1,1.3,R01,19,Wheat straw,1477,449.3,3.21,0.8517,0.872,0.01866,2.995
1,1.3,R01,19,Wheat straw,1480,446.6,4.83,0.8517,0.872,0.01866,1.979
1,1.3,R01,19,Wheat straw,1483,448.4,4.85,0.8517,0.872,0.01866,1.979
1,1.3,R01,19,Wheat straw,1486,445.6,4.84,0.8517,0.872,0.01866,1.97
1,1.3,R01,19,Wheat straw,1488,446.6,4.74,0.8517,0.872,0.01866,2.016
1,1.3,R01,19,Wheat straw,1491,446.9,4.84,0.8517,0.872,0.01866,1.976
1,1.3,R01,28,Wheat straw,1462,448.3,4.61,0.8516,0.872,0.01832,2.043
1,1.3,R01,28,Wheat straw,1466,446.4,4.62,0.8516,0.872,0.01832,2.03
1,1.3,R01,28,Wheat straw,1471,445.9,4.62,0.8516,0.872,0.01832,2.028
1,1.3,R02,117,Blank,208,201.4,,,,0.02398,
1,1.3,R02,117,Blank,209,201,,,,0.02398,
1,1.3,R02,117,Blank,210,201.1,,,,0.02398,
1,1.3,R02,117,Cellulose,205,200,2.38,0.9831,0.989,0.02398,2.037
1,1.3,R02,117,Cellulose,206,200.2,2.67,0.9831,0.989,0.02398,1.818
1,1.3,R02,117,Cellulose,207,199.3,2.42,0.9831,0.989,0.02398,1.996
1,1.3,R02,117,Rabbit feed,202,201.6,3.37,0.7979,0.803,0.02398,1.786
1,1.3,R02,117,Rabbit feed,203,200.2,3.13,0.7979,0.803,0.02398,1.91
1,1.3,R02,117,Rabbit feed,204,200.9,3.23,0.7979,0.803,0.02398,1.857
1,1.3,R02,117,Sunflower seeds,211,201.2,2.71,0.8764,0.915,0.02398,1.946
1,1.3,R02,117,Sunflower seeds,212,200.7,3.08,0.8764,0.915,0.02398,1.708
1,1.3,R02,117,Sunflower seeds,213,201.2,2.76,0.8764,0.915,0.02398,1.91
1,1.3,R02,117,Wheat straw,214,200.3,2.7,0.8679,0.872,0.02398,2.04
1,1.3,R02,117,Wheat straw,215,199.6,2.7,0.8679,0.872,0.02398,2.033
1,1.3,R02,117,Wheat straw,216,200.3,2.72,0.8679,0.872,0.02398,2.025
1,1.3,R03,11,Blank,1564,220.1,0,,,0.01965,
1,1.3,R03,11,Blank,1565,220,0,,,0.01965,
1,1.3,R03,11,Blank,1566,220,0,,,0.01965,
1,1.3,R03,11,Blank,1567,220,0,,,0.01965,
1,1.3,R03,11,Cellulose,1560,150.1,1.49,0.9902,0.989,0.01965,2.001
1,1.3,R03,11,Cellulose,1561,150,1.498,0.9902,0.989,0.01965,1.99
1,1.3,R03,11,Cellulose,1562,150,1.495,0.9902,0.989,0.01965,1.994
1,1.3,R03,11,Cellulose,1563,150,1.499,0.9902,0.989,0.01965,1.989
1,1.3,R03,11,Rabbit feed,1556,150.1,1.83,0.8033,0.803,0.01965,2.006
1,1.3,R03,11,Rabbit feed,1557,150,1.839,0.8033,0.803,0.01965,1.996
1,1.3,R03,11,Rabbit feed,1558,150.1,1.834,0.8033,0.803,0.01965,2.002
1,1.3,R03,11,Rabbit feed,1559,150,1.836,0.8033,0.803,0.01965,1.999
1,1.3,R03,11,Sunflower seeds,1568,150,1.618,0.9165,0.915,0.01965,1.991
1,1.3,R03,11,Sunflower seeds,1569,150.1,1.619,0.9165,0.915,0.01965,1.991
1,1.3,R03,11,Sunflower seeds,1570,150.1,1.615,0.9165,0.915,0.01965,1.996
1,1.3,R03,11,Sunflower seeds,1571,150,1.614,0.9165,0.915,0.01965,1.996
1,1.3,R03,11,Wheat straw,1572,150.1,1.688,0.8757,0.872,0.01965,2.004
1,1.3,R03,11,Wheat straw,1573,150.1,1.695,0.8757,0.872,0.01965,1.995
1,1.3,R03,11,Wheat straw,1574,150,1.685,0.8757,0.872,0.01965,2.007
1,1.3,R03,11,Wheat straw,1575,150.1,1.685,0.8757,0.872,0.01965,2.007
1,1.3,R04,59,Blank,91,291.2,0,,,0.02245,
1,1.3,R04,59,Blank,92,291.5,0,,,0.02245,
1,1.3,R04,59,Blank,93,291.6,0,,,0.02245,
1,1.3,R04,59,Cellulose,94,291.2,3.37,0.9887,0.989,0.02245,1.962
1,1.3,R04,59,Cellulose,95,290.2,3.28,0.9887,0.989,0.02245,2.009
1,1.3,R04,59,Cellulose,96,290.8,3.28,0.9887,0.989,0.02245,2.013
1,1.3,R04,59,Rabbit feed,88,289.9,3.94,0.807,0.803,0.02245,2.057
1,1.3,R04,59,Rabbit feed,89,290.7,3.95,0.807,0.803,0.02245,2.058
1,1.3,R04,59,Rabbit feed,90,291.6,3.95,0.807,0.803,0.02245,2.064
1,1.3,R04,59,Sunflower seeds,97,289.9,3.55,0.9161,0.915,0.02245,2.004
1,1.3,R04,59,Sunflower seeds,98,290.5,3.56,0.9161,0.915,0.02245,2.002
1,1.3,R04,59,Sunflower seeds,99,290.8,3.47,0.9161,0.915,0.02245,2.056
1,1.3,R04,59,Wheat straw,100,290.2,3.59,0.8844,0.872,0.02245,2.081
1,1.3,R04,59,Wheat straw,101,291.6,3.62,0.8844,0.872,0.02245,2.074
1,1.3,R04,59,Wheat straw,102,291.8,3.6,0.8844,0.872,0.02245,2.086
1,1.3,R05,16,Blank,361,400,0,,,0.01412,
1,1.3,R05,16,Blank,368,400,0,,,0.01412,
1,1.3,R05,16,Blank,369,400,0,,,0.01412,
1,1.3,R05,16,Cellulose,370,397.2,2.83,0.9975,0.989,0.01412,2.004
1,1.3,R05,16,Cellulose,371,397.2,2.83,0.9975,0.989,0.01412,2.004
1,1.3,R05,16,Cellulose,372,397.2,2.83,0.9975,0.989,0.01412,2.004
1,1.3,R05,16,Rabbit feed,373,395.5,3.5,0.804,0.803,0.01412,1.987
1,1.3,R05,16,Rabbit feed,374,396.5,3.5,0.804,0.803,0.01412,1.992
1,1.3,R05,16,Rabbit feed,375,396.5,3.5,0.804,0.803,0.01412,1.992
1,1.3,R05,16,Sunflower seeds,365,396.9,3.08,0.9152,0.915,0.01412,1.989
1,1.3,R05,16,Sunflower seeds,366,396.9,3.08,0.9152,0.915,0.01412,1.989
1,1.3,R05,16,Sunflower seeds,367,396.9,3.08,0.9152,0.915,0.01412,1.989
1,1.3,R05,16,Wheat straw,362,396.8,3.19,0.884,0.872,0.01412,2.014
1,1.3,R05,16,Wheat straw,363,396.8,3.19,0.884,0.872,0.01412,2.014
1,1.3,R05,16,Wheat straw,364,396.8,3.19,0.884,0.872,0.01412,2.014
1,1.3,R06,109,Blank,783,385.6,0,,,0.004714,
1,1.3,R06,109,Cellulose,784,390.2,1.07,0.994,0.989,0.004714,1.738
1,1.3,R06,109,Cellulose,785,373.3,1,0.994,0.989,0.004714,1.779
1,1.3,R06,109,Cellulose,786,391.9,1.02,0.994,0.989,0.004714,1.831
1,1.3,R06,109,Rabbit feed,780,388.2,1.21,0.8166,0.803,0.004714,1.884
1,1.3,R06,109,Rabbit feed,781,383.7,1.21,0.8166,0.803,0.004714,1.862
1,1.3,R06,109,Rabbit feed,782,384.9,1.23,0.8166,0.803,0.004714,1.837
1,1.3,R06,109,Sunflower seeds,787,385.1,1.08,0.896,0.915,0.004714,1.837
1,1.3,R06,109,Sunflower seeds,788,398,1.12,0.896,0.915,0.004714,1.831
1,1.3,R06,109,Sunflower seeds,789,389.1,1.12,0.896,0.915,0.004714,1.79
1,1.3,R06,109,Wheat straw,790,387.8,1.08,0.8763,0.872,0.004714,1.942
1,1.3,R06,109,Wheat straw,791,407.2,1.13,0.8763,0.872,0.004714,1.948
1,1.3,R06,109,Wheat straw,792,387.9,1.11,0.8763,0.872,0.004714,1.889
2,2.1,E02,15,Bird feed,923,59,0.957,0.8913,0.872,0.02895,2.047
2,2.1,E02,15,Bird feed,924,59,0.957,0.8913,0.872,0.02895,2.047
2,2.1,E02,39,Bird feed,911,59,0.957,0.8913,0.872,0.02895,2.047
2,2.1,E02,39,Bird feed,912,59,0.957,0.8913,0.872,0.02895,2.047
2,2.1,E02,39,Bird feed,913,59,0.957,0.8913,0.872,0.02895,2.047
2,2.1,E02,15,Blank,917,59,,,,0.02895,
2,2.1,E02,15,Blank,918,59,,,,0.02895,
2,2.1,E02,15,Blank,919,59,,,,0.02895,
2,2.1,E02,39,Blank,905,59,,,,0.02895,
2,2.1,E02,39,Blank,906,59,,,,0.02895,
2,2.1,E02,39,Blank,907,59,,,,0.02895,
2,2.1,E02,15,Cellulose,920,59,0.855,1,0.991,0.02895,2.016
2,2.1,E02,15,Cellulose,921,59,0.855,1,0.991,0.02895,2.016
2,2.1,E02,15,Cellulose,922,59,0.855,1,0.991,0.02895,2.016
2,2.1,E02,39,Cellulose,908,59,0.855,1,0.991,0.02895,2.016
2,2.1,E02,39,Cellulose,909,59,0.855,1,0.991,0.02895,2.016
2,2.1,E02,39,Cellulose,910,59,0.855,1,0.991,0.02895,2.016
2,2.1,E02,15,Whey,925,59,0.907,0.9419,0.914,0.02895,2.061
2,2.1,E02,15,Whey,926,59,0.907,0.9419,0.914,0.02895,2.061
2,2.1,E02,15,Whey,927,59,0.907,0.9419,0.914,0.02895,2.061
2,2.1,E02,39,Whey,914,59,0.907,0.9419,0.914,0.02895,2.061
2,2.1,E02,39,Whey,915,59,0.907,0.9419,0.914,0.02895,2.061
2,2.1,E02,39,Whey,916,59,0.907,0.9419,0.914,0.02895,2.061
2,2.1,E03,77,Bird feed,1378,136.4,3.82,0.7944,0.872,0.003095,0.1267
2,2.1,E03,77,Bird feed,1379,136.4,3.82,0.7944,0.872,0.003095,0.1267
2,2.1,E03,77,Bird feed,1380,136.4,3.82,0.7944,0.872,0.003095,0.1267
2,2.1,E03,77,Blank,1373,136.4,,,,0.003095,
2,2.1,E03,77,Blank,1374,136.4,,,,0.003095,
2,2.1,E03,77,Blank,1375,136.4,,,,0.003095,
2,2.1,E03,77,Cellulose,1381,136.4,3.35,0.9864,0.991,0.003095,0.1271
2,2.1,E03,77,Cellulose,1382,136.4,3.35,0.9864,0.991,0.003095,0.1271
2,2.1,E03,77,Cellulose,1383,136.4,3.35,0.9864,0.991,0.003095,0.1271
2,2.1,E03,77,Whey,1372,136.4,3.56,0.9021,0.914,0.003095,0.1297
2,2.1,E03,77,Whey,1376,136.4,3.56,0.9021,0.914,0.003095,0.1297
2,2.1,E03,77,Whey,1377,136.4,3.56,0.9021,0.914,0.003095,0.1297
2,2.1,E04,96,Bird feed,589,204.8,3.72,0.869,0.872,0.03103,1.959
2,2.1,E04,96,Bird feed,590,203.9,3.63,0.869,0.872,0.03103,1.999
2,2.1,E04,96,Bird feed,591,207,3.78,0.869,0.872,0.03103,1.949
2,2.1,E04,96,Blank,583,203.3,0,,,0.03103,
2,2.1,E04,96,Blank,584,203.8,0,,,0.03103,
2,2.1,E04,96,Blank,585,208.3,0,,,0.03103,
2,2.1,E04,96,Cellulose,586,203.7,3.38,0.981,0.991,0.03103,1.887
2,2.1,E04,96,Cellulose,587,205.4,3.28,0.981,0.991,0.03103,1.961
2,2.1,E04,96,Cellulose,588,203.3,3.46,0.981,0.991,0.03103,1.84
2,2.1,E04,96,Whey,592,200.3,3.5,0.9131,0.914,0.03103,1.943
2,2.1,E04,96,Whey,593,203,3.42,0.9131,0.914,0.03103,2.016
2,2.1,E04,96,Whey,594,205.9,3.43,0.9131,0.914,0.03103,2.038
2,2.1,E06,114,Bird feed,982,395.2,5.27,0.868,0.872,0.0207,1.78
2,2.1,E06,114,Bird feed,983,395.4,5.28,0.868,0.872,0.0207,1.778
2,2.1,E06,114,Bird feed,984,395.2,5.29,0.868,0.872,0.0207,1.774
2,2.1,E06,114,Blank,973,400.8,,,,0.0207,
2,2.1,E06,114,Blank,977,400.1,,,,0.0207,
2,2.1,E06,114,Blank,978,403.7,,,,0.0207,
2,2.1,E06,114,Cellulose,979,396,4.58,0.9907,0.991,0.0207,1.806
2,2.1,E06,114,Cellulose,980,395.2,4.63,0.9907,0.991,0.0207,1.783
2,2.1,E06,114,Cellulose,981,395.1,4.71,0.9907,0.991,0.0207,1.752
2,2.1,E06,114,Whey,974,395.1,5.3,0.8908,0.914,0.0207,1.688
2,2.1,E06,114,Whey,975,395.5,5.32,0.8908,0.914,0.0207,1.684
2,2.1,E06,114,Whey,976,395.6,5.28,0.8908,0.914,0.0207,1.697
2,2.1,E07,99,Bird feed,160,493,2.317,0.8711,0.872,0.01213,2.96
2,2.1,E07,99,Bird feed,161,500,2.346,0.8711,0.872,0.01213,2.965
2,2.1,E07,99,Bird feed,162,504,2.377,0.8711,0.872,0.01213,2.949
2,2.1,E07,99,Blank,166,499,0,,,0.01213,
2,2.1,E07,99,Blank,167,507,0,,,0.01213,
2,2.1,E07,99,Blank,168,490,0,,,0.01213,
2,2.1,E07,99,Cellulose,163,493,1.507,0.9959,0.991,0.01213,4.004
2,2.1,E07,99,Cellulose,164,491,1.503,0.9959,0.991,0.01213,3.999
2,2.1,E07,99,Cellulose,165,499,1.494,0.9959,0.991,0.01213,4.088
2,2.1,E07,99,Whey,169,494,1.853,0.9088,0.914,0.01213,3.538
2,2.1,E07,99,Whey,170,495,1.849,0.9088,0.914,0.01213,3.553
2,2.1,E07,99,Whey,171,492,1.909,0.9088,0.914,0.01213,3.42
2,2.1,E08,54,Bird feed,1108,387.7,12.3,0.8825,0.872,0.05875,2.124
2,2.1,E08,54,Bird feed,1109,387.7,12.3,0.8825,0.872,0.05875,2.124
2,2.1,E08,54,Bird feed,1110,387.7,12.3,0.8825,0.872,0.05875,2.124
2,2.1,E08,54,Blank,1099,400,0,,,0.05875,
2,2.1,E08,54,Blank,1103,400,0,,,0.05875,
2,2.1,E08,54,Blank,1104,400,0,,,0.05875,
2,2.1,E08,54,Cellulose,1105,389.1,10.87,1.003,0.991,0.05875,2.122
2,2.1,E08,54,Cellulose,1106,389.1,10.87,1.003,0.991,0.05875,2.122
2,2.1,E08,54,Cellulose,1107,389.1,10.87,1.003,0.991,0.05875,2.122
2,2.1,E08,54,Whey,1100,388.3,11.77,0.9238,0.914,0.05875,2.12
2,2.1,E08,54,Whey,1101,388.2,11.77,0.9238,0.914,0.05875,2.12
2,2.1,E08,54,Whey,1102,388.2,11.77,0.9238,0.914,0.05875,2.12
2,2.1,E09,23,Bird feed,55,1600,13.7,0.8589,0.872,0.01509,2.021
2,2.1,E09,23,Bird feed,56,1602,13.2,0.8589,0.872,0.01509,2.1
2,2.1,E09,23,Bird feed,57,1600,13.2,0.8589,0.872,0.01509,2.098
2,2.1,E09,23,Blank,46,1600,0,,,0.01509,
2,2.1,E09,23,Blank,50,1602,0,,,0.01509,
2,2.1,E09,23,Blank,51,1601,0,,,0.01509,
2,2.1,E09,23,Cellulose,52,1602,11,0.9876,0.991,0.01509,2.218
2,2.1,E09,23,Cellulose,53,1602,11.3,0.9876,0.991,0.01509,2.159
2,2.1,E09,23,Cellulose,54,1602,11,0.9876,0.991,0.01509,2.218
2,2.1,E09,23,Whey,47,1601,12,0.9125,0.914,0.01509,2.202
2,2.1,E09,23,Whey,48,1600,12.4,0.9125,0.914,0.01509,2.13
2,2.1,E09,23,Whey,49,1601,12.2,0.9125,0.914,0.01509,2.167
2,2.1,E10,44,Bird feed,1213,98.85,2.31,0.8696,0.872,0.04052,1.988
2,2.1,E10,44,Bird feed,1214,98.94,2.35,0.8696,0.872,0.04052,1.956
2,2.1,E10,44,Bird feed,1215,98.95,2.31,0.8696,0.872,0.04052,1.99
2,2.1,E10,44,Blank,1216,98.94,0,,,0.04052,
2,2.1,E10,44,Blank,1217,98.77,0,,,0.04052,
2,2.1,E10,44,Blank,1218,99.67,0,,,0.04052,
2,2.1,E10,44,Cellulose,1219,99.57,2,0.991,0.991,0.04052,2.035
2,2.1,E10,44,Cellulose,1220,98.83,2,0.991,0.991,0.04052,2.02
2,2.1,E10,44,Cellulose,1221,99.13,2.01,0.991,0.991,0.04052,2.016
2,2.1,E10,44,Whey,1222,98.9,2.19,0.9134,0.914,0.04052,2.002
2,2.1,E10,44,Whey,1223,99.06,2.19,0.9134,0.914,0.04052,2.005
2,2.1,E10,44,Whey,1224,98.81,2.21,0.9134,0.914,0.04052,1.982
2,2.1,E12,106,Bird feed,1321,392.3,4.59,0.8706,0.872,0.02039,1.998
2,2.1,E12,106,Bird feed,1322,392.6,4.59,0.8706,0.872,0.02039,2
2,2.1,E12,106,Bird feed,1323,392.4,4.59,0.8706,0.872,0.02039,1.999
2,2.1,E12,106,Blank,1316,392.5,0,,,0.02039,
2,2.1,E12,106,Blank,1317,392.5,0,,,0.02039,
2,2.1,E12,106,Blank,1318,392.3,0,,,0.02039,
2,2.1,E12,106,Cellulose,1315,392.3,4.05,0.9876,0.991,0.02039,1.993
2,2.1,E12,106,Cellulose,1319,392.2,4.05,0.9876,0.991,0.02039,1.992
2,2.1,E12,106,Cellulose,1320,392.5,4.05,0.9876,0.991,0.02039,1.994
2,2.1,E12,106,Whey,1324,392.3,4.38,0.9145,0.914,0.02039,1.998
2,2.1,E12,106,Whey,1325,392.3,4.39,0.9145,0.914,0.02039,1.993
2,2.1,E12,106,Whey,1326,392.4,4.38,0.9145,0.914,0.02039,1.999
2,2.1,E13,80,Bird feed,1162,650.4,7.22,0.9057,0.872,0.02009,2.076
2,2.1,E13,80,Bird feed,1163,650.2,7.21,0.9057,0.872,0.02009,2.078
2,2.1,E13,80,Bird feed,1164,650,7.23,0.9057,0.872,0.02009,2.072
2,2.1,E13,80,Blank,1156,650.7,0,,,0.02009,
2,2.1,E13,80,Blank,1157,652.6,0,,,0.02009,
2,2.1,E13,80,Blank,1158,649.8,0,,,0.02009,
2,2.1,E13,80,Cellulose,1159,650,6.64,0.9844,0.991,0.02009,1.985
2,2.1,E13,80,Cellulose,1160,648.4,6.64,0.9844,0.991,0.02009,1.98
2,2.1,E13,80,Cellulose,1161,651.5,6.7,0.9844,0.991,0.02009,1.972
2,2.1,E13,80,Whey,1165,649.2,6.95,0.9499,0.914,0.02009,2.054
2,2.1,E13,80,Whey,1166,648.9,6.93,0.9499,0.914,0.02009,2.059
2,2.1,E13,80,Whey,1167,650.5,6.92,0.9499,0.914,0.02009,2.067
2,2.1,E14,71,Bird feed,688,15,0.23,0.8703,0.872,0.0153,1.144
2,2.1,E14,71,Bird feed,689,15,0.23,0.8703,0.872,0.0153,1.144
2,2.1,E14,71,Bird feed,690,15,0.23,0.8703,0.872,0.0153,1.144
2,2.1,E14,71,Blank,691,15,0,,,0.0153,
2,2.1,E14,71,Blank,692,15,0,,,0.0153,
2,2.1,E14,71,Blank,693,15,0,,,0.0153,
2,2.1,E14,71,Cellulose,685,15,0.2,0.993,0.991,0.0153,1.158
2,2.1,E14,71,Cellulose,686,15,0.2,0.993,0.991,0.0153,1.158
2,2.1,E14,71,Cellulose,687,15,0.2,0.993,0.991,0.0153,1.158
2,2.1,E14,71,Whey,694,15,0.22,0.9143,0.914,0.0153,1.142
2,2.1,E14,71,Whey,695,15,0.21,0.9143,0.914,0.0153,1.196
2,2.1,E14,71,Whey,696,15,0.21,0.9143,0.914,0.0153,1.196
2,2.1,E17,32,Bird feed,525,1900,6.5,0.8221,0.872,0.01894,6.348
2,2.1,E17,32,Bird feed,527,1900,6.5,0.8221,0.872,0.01894,6.348
2,2.1,E17,32,Bird feed,532,1900,6.5,0.8221,0.872,0.01894,6.348
2,2.1,E17,32,Blank,533,1900,0,,,0.01894,
2,2.1,E17,32,Cellulose,529,1900,5.7,1,0.991,0.01894,6.369
2,2.1,E17,32,Cellulose,531,1900,5.7,1,0.991,0.01894,6.369
2,2.1,E17,32,Cellulose,534,1900,5.7,1,0.991,0.01894,6.369
2,2.1,E17,32,Whey,526,1900,5.8,0.9379,0.914,0.01894,6.787
2,2.1,E17,32,Whey,528,1900,5.8,0.9379,0.914,0.01894,6.787
2,2.1,E17,32,Whey,530,1900,5.8,0.9379,0.914,0.01894,6.787
2,2.1,E18,26,Bird feed,1036,120,1.269,0.8722,0.872,0.0117,1.269
2,2.1,E18,26,Bird feed,1037,120,1.269,0.8722,0.872,0.0117,1.269
2,2.1,E18,26,Bird feed,1038,120,1.267,0.8722,0.872,0.0117,1.271
2,2.1,E18,123,Bird feed,1048,100,1.387,0.8722,0.872,0.02423,2.003
2,2.1,E18,123,Bird feed,1049,100,1.39,0.8722,0.872,0.02423,2
2,2.1,E18,123,Bird feed,1050,100,1.385,0.8722,0.872,0.02423,2.006
2,2.1,E18,26,Blank,1033,120,0,,,0.0117,
2,2.1,E18,26,Blank,1034,120,0,,,0.0117,
2,2.1,E18,26,Blank,1035,120,0,,,0.0117,
2,2.1,E18,123,Blank,1045,100,0,,,0.02423,
2,2.1,E18,123,Blank,1046,100,0,,,0.02423,
2,2.1,E18,123,Blank,1047,100,0,,,0.02423,
2,2.1,E18,26,Cellulose,1030,120,0.95,0.9982,0.991,0.0117,1.491
2,2.1,E18,26,Cellulose,1031,120,0.96,0.9982,0.991,0.0117,1.476
2,2.1,E18,26,Cellulose,1032,120,0.998,0.9982,0.991,0.0117,1.42
2,2.1,E18,123,Cellulose,1042,100,1.213,0.9982,0.991,0.02423,2.017
2,2.1,E18,123,Cellulose,1043,100,1.214,0.9982,0.991,0.02423,2.014
2,2.1,E18,123,Cellulose,1044,100,1.212,0.9982,0.991,0.02423,2.017
