test,set,lab_id,file_id,substrate,bottle_id,mass_inoc,mass_sub,c_vs_sub_m,c_vs_sub_f,c_vs_inoc,ISR
2,2.1,E18,26,Whey,1039,120,1.207,0.9162,0.914,0.0117,1.273
2,2.1,E18,26,Whey,1040,120,1.208,0.9162,0.914,0.0117,1.272
2,2.1,E18,26,Whey,1041,120,1.207,0.9162,0.914,0.0117,1.273
2,2.1,E18,123,Whey,1051,100,1.322,0.9162,0.914,0.02423,2.006
2,2.1,E18,123,Whey,1052,100,1.321,0.9162,0.914,0.02423,2.006
2,2.1,E18,123,Whey,1053,100,1.321,0.9162,0.914,0.02423,2.007
2,2.1,E20,108,Bird feed,277,139.5,4.955,0.8014,0.872,0.05736,1.852
2,2.1,E20,108,Bird feed,278,139.5,4.955,0.8014,0.872,0.05736,1.852
2,2.1,E20,108,Bird feed,279,139.5,4.955,0.8014,0.872,0.05736,1.852
2,2.1,E20,108,Blank,280,139.5,0,,,0.05736,
2,2.1,E20,108,Blank,281,139.5,0,,,0.05736,
2,2.1,E20,108,Blank,282,139.5,0,,,0.05736,
2,2.1,E20,108,Cellulose,274,139.5,4.13,0.9674,0.991,0.05736,1.955
2,2.1,E20,108,Cellulose,275,139.5,4.13,0.9674,0.991,0.05736,1.955
2,2.1,E20,108,Cellulose,276,139.5,4.13,0.9674,0.991,0.05736,1.955
2,2.1,E20,108,Whey,283,139.5,4.6,0.8866,0.914,0.05736,1.903
2,2.1,E20,108,Whey,284,139.5,4.6,0.8866,0.914,0.05736,1.903
2,2.1,E20,108,Whey,285,139.5,4.6,0.8866,0.914,0.05736,1.903
2,2.1,E22,113,Bird feed,745,501,13.34,0.8895,0.872,0.04733,2.038
2,2.1,E22,113,Bird feed,746,500,13.3,0.8895,0.872,0.04733,2.04
2,2.1,E22,113,Bird feed,747,498,13.27,0.8895,0.872,0.04733,2.037
2,2.1,E22,113,Blank,751,502,0,,,0.04733,
2,2.1,E22,113,Blank,752,499,0,,,0.04733,
2,2.1,E22,113,Blank,753,500,0,,,0.04733,
2,2.1,E22,113,Cellulose,742,497,11.85,0.9998,0.991,0.04733,2.003
2,2.1,E22,113,Cellulose,743,498,11.85,0.9998,0.991,0.04733,2.007
2,2.1,E22,113,Cellulose,744,498,11.83,0.9998,0.991,0.04733,2.01
2,2.1,E22,113,Whey,748,498,12.71,0.9281,0.914,0.04733,2.029
2,2.1,E22,113,Whey,749,500,12.77,0.9281,0.914,0.04733,2.027
2,2.1,E22,113,Whey,750,498,12.77,0.9281,0.914,0.04733,2.019
2,2.1,E24,107,Bird feed,483,360,4.72,0.7655,0.872,0.02722,2.381
2,2.1,E24,107,Bird feed,484,360,4.72,0.7655,0.872,0.02722,2.381
2,2.1,E24,107,Bird feed,485,360,4.72,0.7655,0.872,0.02722,2.381
2,2.1,E24,107,Blank,481,360,0,,,0.02722,
2,2.1,E24,107,Cellulose,482,360,3.63,0.9967,0.991,0.02722,2.724
2,2.1,E24,107,Whey,478,360,4.69,0.7708,0.914,0.02722,2.286
2,2.1,E24,107,Whey,479,360,4.69,0.7708,0.914,0.02722,2.286
2,2.1,E24,107,Whey,480,360,4.69,0.7708,0.914,0.02722,2.286
2,2.1,E27,95,Bird feed,1719,396.7,5.108,0.873,0.872,0.02253,2.007
2,2.1,E27,95,Bird feed,1720,396.8,5.104,0.873,0.872,0.02253,2.009
2,2.1,E27,95,Bird feed,1721,396.1,5.103,0.873,0.872,0.02253,2.005
2,2.1,E27,95,Blank,1718,402,0,,,0.02253,
2,2.1,E27,95,Blank,1722,399,0,,,0.02253,
2,2.1,E27,95,Blank,1723,401,0,,,0.02253,
2,2.1,E27,127,Blank,1727,401,0,,,0.02336,
2,2.1,E27,127,Blank,1731,400,0,,,0.02336,
2,2.1,E27,127,Blank,1732,400.3,0,,,0.02336,
2,2.1,E27,95,Cellulose,1724,396,4.515,0.9886,0.991,0.02253,1.994
2,2.1,E27,95,Cellulose,1725,396.7,4.511,0.9886,0.991,0.02253,1.999
2,2.1,E27,95,Cellulose,1726,395.9,4.514,0.9886,0.991,0.02253,1.994
2,2.1,E27,127,Cellulose,1733,396,4.678,0.9886,0.991,0.02336,1.995
2,2.1,E27,127,Cellulose,1734,396.2,4.675,0.9886,0.991,0.02336,1.998
2,2.1,E27,127,Cellulose,1735,395.3,4.672,0.9886,0.991,0.02336,1.994
2,2.1,E27,127,Whey,1728,395.6,5.1,0.9039,0.914,0.02336,1.982
2,2.1,E27,127,Whey,1729,395,5.106,0.9039,0.914,0.02336,1.977
2,2.1,E27,127,Whey,1730,396.3,5.106,0.9039,0.914,0.02336,1.983
2,2.1,R01,27,Bird feed,1495,445.5,4.53,0.8743,0.872,0.01866,2.105
2,2.1,R01,27,Bird feed,1499,447.2,4.33,0.8743,0.872,0.01866,2.21
2,2.1,R01,27,Bird feed,1501,445.1,4.36,0.8743,0.872,0.01866,2.185
2,2.1,R01,27,Bird feed,1504,447.4,4.42,0.8743,0.872,0.01866,2.166
2,2.1,R01,27,Bird feed,1508,448,4.51,0.8743,0.872,0.01866,2.126
2,2.1,R01,27,Bird feed,1514,447.6,4.46,0.8743,0.872,0.01866,2.148
2,2.1,R01,27,Blank,1493,450.2,,,,0.01866,
2,2.1,R01,27,Blank,1497,451,,,,0.01866,
2,2.1,R01,27,Blank,1502,452.7,,,,0.01866,
2,2.1,R01,27,Blank,1506,450.6,,,,0.01866,
2,2.1,R01,27,Blank,1511,451,,,,0.01866,
2,2.1,R01,27,Blank,1512,451.8,,,,0.01866,
2,2.1,R01,27,Cellulose,1492,449.3,3.84,1,0.991,0.01866,2.203
2,2.1,R01,27,Cellulose,1494,448.8,3.73,1,0.991,0.01866,2.266
2,2.1,R01,27,Cellulose,1498,446.4,3.79,1,0.991,0.01866,2.218
2,2.1,R01,27,Cellulose,1503,446.7,3.79,1,0.991,0.01866,2.22
2,2.1,R01,27,Cellulose,1507,445.8,3.97,1,0.991,0.01866,2.114
2,2.1,R01,27,Cellulose,1513,449.4,4.59,1,0.991,0.01866,1.844
2,2.1,R01,27,Whey,1496,444.8,4.08,0.9241,0.914,0.01866,2.226
2,2.1,R01,27,Whey,1500,448.5,4.16,0.9241,0.914,0.01866,2.201
2,2.1,R01,27,Whey,1505,448.2,4.12,0.9241,0.914,0.01866,2.221
2,2.1,R01,27,Whey,1509,445.5,4.1,0.9241,0.914,0.01866,2.219
2,2.1,R01,27,Whey,1510,447.2,4.08,0.9241,0.914,0.01866,2.238
2,2.1,R01,27,Whey,1515,445.8,4.15,0.9241,0.914,0.01866,2.193
2,2.1,R02,66,Bird feed,220,199.9,2.746,0.9122,0.872,0.02386,1.991
2,2.1,R02,66,Bird feed,221,206.4,2.749,0.9122,0.872,0.02386,2.054
2,2.1,R02,66,Bird feed,222,198.8,2.743,0.9122,0.872,0.02386,1.983
2,2.1,R02,66,Blank,223,200.2,,,,0.02386,
2,2.1,R02,66,Blank,224,200.5,,,,0.02386,
2,2.1,R02,66,Blank,225,199.1,,,,0.02386,
2,2.1,R02,66,Cellulose,217,204.5,2.422,1.017,0.991,0.02386,2.033
2,2.1,R02,66,Cellulose,218,200.4,2.423,1.017,0.991,0.02386,1.991
2,2.1,R02,66,Cellulose,219,198.3,2.421,1.017,0.991,0.02386,1.971
2,2.1,R02,66,Whey,226,198,2.776,0.9377,0.914,0.02386,1.861
2,2.1,R02,66,Whey,227,199.7,2.781,0.9377,0.914,0.02386,1.874
2,2.1,R02,66,Whey,228,200.1,2.779,0.9377,0.914,0.02386,1.879
2,2.1,R03,37,Bird feed,1576,140.1,1.33,0.872,0.872,0.01842,2.226
2,2.1,R03,37,Bird feed,1577,140.5,1.327,0.872,0.872,0.01842,2.236
2,2.1,R03,37,Bird feed,1578,140,1.324,0.872,0.872,0.01842,2.234
2,2.1,R03,37,Bird feed,1579,140.2,1.321,0.872,0.872,0.01842,2.242
2,2.1,R03,37,Blank,1584,200,0,,,0.01842,
2,2.1,R03,37,Blank,1585,200.2,0,,,0.01842,
2,2.1,R03,37,Blank,1586,200.1,0,,,0.01842,
2,2.1,R03,37,Blank,1587,200.1,0,,,0.01842,
2,2.1,R03,37,Cellulose,1580,140.7,1.301,0.9908,0.991,0.01842,2.01
2,2.1,R03,37,Cellulose,1581,140,1.315,0.9908,0.991,0.01842,1.978
2,2.1,R03,37,Cellulose,1582,140.2,1.312,0.9908,0.991,0.01842,1.985
2,2.1,R03,37,Cellulose,1583,140.2,1.311,0.9908,0.991,0.01842,1.988
2,2.1,R03,37,Whey,1588,139.9,1.429,0.9069,0.914,0.01842,1.973
2,2.1,R03,37,Whey,1589,140,1.435,0.9069,0.914,0.01842,1.966
2,2.1,R03,37,Whey,1590,140.2,1.438,0.9069,0.914,0.01842,1.965
2,2.1,R03,37,Whey,1591,140.7,1.441,0.9069,0.914,0.01842,1.968
2,2.1,R04,52,Bird feed,103,290.7,3.49,0.8717,0.872,0.02174,2.076
2,2.1,R04,52,Bird feed,104,291.3,3.56,0.8717,0.872,0.02174,2.04
2,2.1,R04,52,Bird feed,105,290.6,3.49,0.8717,0.872,0.02174,2.076
2,2.1,R04,52,Blank,106,290.2,0,,,0.02174,
2,2.1,R04,52,Blank,107,289.9,0,,,0.02174,
2,2.1,R04,52,Blank,108,290.2,0,,,0.02174,
2,2.1,R04,52,Cellulose,109,290.4,3.08,0.9894,0.991,0.02174,2.068
2,2.1,R04,52,Cellulose,110,290.2,3.07,0.9894,0.991,0.02174,2.074
2,2.1,R04,52,Cellulose,111,289.9,3.09,0.9894,0.991,0.02174,2.058
2,2.1,R04,52,Whey,112,290.4,1.72,0.9143,0.914,0.02174,4.015
2,2.1,R04,52,Whey,113,290.5,1.68,0.9143,0.914,0.02174,4.113
2,2.1,R04,52,Whey,114,290.7,1.69,0.9143,0.914,0.02174,4.09
2,2.1,R05,124,Bird feed,385,395.8,4.15,0.869,0.872,0.01817,1.988
2,2.1,R05,124,Bird feed,386,395.8,4.15,0.869,0.872,0.01817,1.988
2,2.1,R05,124,Bird feed,387,395.8,4.15,0.869,0.872,0.01817,1.988
2,2.1,R05,124,Blank,376,400,0,,,0.01817,
2,2.1,R05,124,Blank,380,400,0,,,0.01817,
2,2.1,R05,124,Blank,381,400,0,,,0.01817,
2,2.1,R05,124,Cellulose,382,396.4,3.64,0.9903,0.991,0.01817,1.996
2,2.1,R05,124,Cellulose,383,396.4,3.64,0.9903,0.991,0.01817,1.996
2,2.1,R05,124,Cellulose,384,396.4,3.64,0.9903,0.991,0.01817,1.996
2,2.1,R05,124,Whey,377,396,3.96,0.9107,0.914,0.01817,1.988
2,2.1,R05,124,Whey,378,396,3.96,0.9107,0.914,0.01817,1.988
2,2.1,R05,124,Whey,379,396,3.96,0.9107,0.914,0.01817,1.988
2,2.1,R06,72,Bird feed,793,395,1.09,0.8678,0.872,0.004714,1.959
2,2.1,R06,72,Bird feed,794,387.9,1.08,0.8678,0.872,0.004714,1.942
2,2.1,R06,72,Bird feed,795,390.8,1.13,0.8678,0.872,0.004714,1.87
2,2.1,R06,72,Blank,796,385.6,0,,,0.004714,
2,2.1,R06,72,Cellulose,797,390.2,1.07,0.994,0.991,0.004714,1.735
2,2.1,R06,72,Cellulose,798,373.3,1,0.994,0.991,0.004714,1.776
2,2.1,R06,72,Cellulose,799,391.9,1.02,0.994,0.991,0.004714,1.828
2,2.1,R06,72,Whey,800,387.5,1.1,0.9041,0.914,0.004714,1.817
2,2.1,R06,72,Whey,801,392.4,1.1,0.9041,0.914,0.004714,1.84
2,2.1,R06,72,Whey,802,388.4,1.1,0.9041,0.914,0.004714,1.821
